"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs7300312-<b>C</b>,"8 x 10-14",,0.5719,1.07,'-,[1.05-1.09],'-,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,12:115453117
rs10821907-<b>C</b>,"5 x 10-10",,0.8276,1.08,'-,[1.05-1.10],"MIX23P2, A1CF","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,10:50888694
rs11874392-<b>A</b>,"4 x 10-74",,0.545,1.17,'-,[1.15-1.19],SMAD7,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,18:48926786
rs12372718-<b>G</b>,"2 x 10-23",,0.3924,1.09,'-,[1.07-1.11],ATF1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,12:50777307
rs13149359-<b>A</b>,"1 x 10-8",,0.3663,1.05,'-,[1.03-1.07],'-,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,4:94017467
rs16878812-<b>A</b>,"4 x 10-8",,0.8861,1.08,'-,[1.05-1.11],FKBP5,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,6:35601785
rs16969681-<b>T</b>,"1 x 10-13",,0.0937,1.11,'-,[1.08-1.14],"GREM1, SCG5","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,15:32700910
rs17011141-<b>G</b>,"6 x 10-16",,0.2087,1.09,'-,[1.07-1.12],LINC02257,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,1:221939292
rs1741640-<b>C</b>,"1 x 10-26",,0.7652,1.12,'-,[1.10-1.15],LAMA5,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,20:62357358
rs174533-<b>G</b>,"1 x 10-11",,0.6739,1.07,'-,[1.05-1.09],"TMEM258, MYRF","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,11:61781553
rs1963413-<b>A</b>,"1 x 10-6",,0.6119,1.05,'-,[1.03-1.06],TMEM91,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,19:41365668
rs28840750-<b>T</b>,"4 x 10-23",,0.948,1.21,'-,[1.17-1.26],RHPN2,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,19:33029021
rs3087967-<b>T</b>,"2 x 10-31",,0.2911,1.12,'-,[1.10-1.14],C11orf53,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,11:111286111
rs3133285-<b>G</b>,"6 x 10-10",,0.8209,1.07,'-,[1.05-1.10],EIF3H,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,8:116617172
rs10049390-<b>A</b>,"4 x 10-9",,0.7228,1.06,'-,[1.04-1.08],SLCO2A1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,3:133982275
rs1078643-<b>A</b>,"7 x 10-12",,0.7589,1.08,'-,[1.05-1.10],"TMEM220-AS1, TMEM238L","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,17:10803924
rs10980628-<b>C</b>,"3 x 10-9",,0.2097,1.07,'-,[1.04-1.09],LPAR1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,9:110909123
rs11610543-<b>G</b>,"1 x 10-9",,0.5139,1.05,'-,[1.04-1.07],LINC02450,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,12:42740389
rs11727676-<b>C</b>,"3 x 10-8",,0.0946,1.09,'-,[1.06-1.12],HHIP,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,4:144737912
rs12144319-<b>C</b>,"3 x 10-11",,0.2722,1.07,'-,[1.05-1.09],TTC22,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,1:54780362
rs1391441-<b>A</b>,"2 x 10-8",,0.66,1.05,'-,[1.03-1.07],TET2,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,4:105207603
rs145364999-<b>T</b>,"6 x 10-9",,0.9971,1.74,'-,[1.45-2.10],CHD1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,5:98870378
rs1537372-<b>G</b>,"1 x 10-8",,0.5612,1.05,'-,[1.03-1.07],CDKN2B-AS1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,9:22103184
rs2738783-<b>T</b>,"5 x 10-8",,0.2109,1.06,'-,[1.04-1.08],"RTEL1, RTEL1-TNFRSF6B","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,20:63677259
rs34405347-<b>T</b>,"3 x 10-8",,0.9002,1.09,'-,[1.05-1.12],"NME2P3, COL15A1","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,9:98917470
rs34797592-<b>T</b>,"4 x 10-10",,0.1153,1.09,'-,[1.06-1.12],KLF2-DT,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,19:16306387
rs4360494-<b>G</b>,"4 x 10-9",,0.4654,1.05,'-,[1.04-1.07],"RNU6-510P, SF3A3","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,1:37990219
rs448513-<b>C</b>,"4 x 10-8",,0.3385,1.05,'-,[1.03-1.07],TANC1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,2:159108040
rs4759277-<b>A</b>,"9 x 10-9",,0.3442,1.05,'-,[1.04-1.07],LRP1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,12:57139907
rs6031311-<b>T</b>,"7 x 10-9",,0.7639,1.06,'-,[1.04-1.08],TOX2,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,20:44037835
rs73068325-<b>T</b>,"4 x 10-8",,0.1815,1.07,'-,[1.04-1.09],"MZF1-AS1, MZF1","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,19:58567729
rs7333607-<b>G</b>,"6 x 10-13",,0.2285,1.08,'-,[1.06-1.10],'-,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,"Mapping not available"
rs8000189-<b>T</b>,"2 x 10-9",,0.64,1.06,'-,[1.04-1.08],COL4A2,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,13:110423534
rs983318-<b>A</b>,"6 x 10-9",,0.2451,1.06,'-,[1.04-1.08],LINC00511,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,17:72417112
rs9930005-<b>C</b>,"2 x 10-8",,0.4381,1.05,'-,[1.03-1.07],'-,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,16:80009361
rs55864876-<b>G</b>,"3 x 10-6",,0.9184,1.08,'-,[1.05-1.12],ARHGAP42,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,11:100846405
rs10849433-<b>C</b>,"1 x 10-8",,0.267,1.06,'-,[1.04-1.08],"PLEKHG6, ATP5MFP5","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,12:6297738
rs6091189-<b>T</b>,"2 x 10-7",,0.1529,1.07,'-,[1.04-1.09],RIPOR3,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,20:50639748
rs61389091-<b>C</b>,"1 x 10-18",,0.9606,1.23,'-,[1.18-1.29],CHRDL2,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,11:74716876
rs6469654-<b>C</b>,"4 x 10-8","(conditioned on lead SNPs in LD)",0.7712,1.07,'-,[1.04-1.10],EIF3H,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,8:116620726
rs7013278-<b>T</b>,"2 x 10-56",,0.3761,1.15,'-,[1.13-1.17],"POU5F1B, CASC8, PCAT1","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,8:127402647
rs73975586-<b>A</b>,"2 x 10-11",,0.8732,1.09,'-,[1.07-1.12],NXN,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,17:911003
rs745213-<b>G</b>,"3 x 10-6",,0.8102,1.05,'-,[1.03-1.08],MAP2K5,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,15:67768051
rs7708610-<b>A</b>,"4 x 10-9","(conditioned on lead SNPs in LD)",0.3564,1.06,'-,[1.04-1.08],KRT18P56,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,5:40102341
rs78368589-<b>T</b>,"9 x 10-12",,0.0597,1.14,'-,[1.10-1.18],SLC6A18,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,5:1240089
rs7946853-<b>C</b>,"3 x 10-6","(conditioned on lead SNPs in LD)",0.8624,1.06,'-,[1.04-1.09],CHRDL2,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,11:74698032
rs80077929-<b>T</b>,"6 x 10-6",,0.1107,1.07,'-,[1.04-1.10],"TTC4P1, ZNF619P1","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,7:46054491
rs8020436-<b>A</b>,"5 x 10-11",,0.4016,1.06,'-,[1.04-1.08],LINC01500,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,14:58741719
rs994308-<b>C</b>,"5 x 10-18",,0.5939,1.08,'-,[1.06-1.10],"LINC01713, CASC20","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,20:6622975
rs11087784-<b>G</b>,"3 x 10-13",,0.1523,1.09,'-,[1.07-1.12],'-,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,20:7760329
rs11190164-<b>G</b>,"7 x 10-15",,0.2626,1.08,'-,[1.06-1.10],"NKX2-3, SLC25A28","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,10:99591947
rs11196170-<b>A</b>,"3 x 10-7",,0.2178,1.06,'-,[1.03-1.08],TCF7L2,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,10:112962862
rs11255841-<b>T</b>,"2 x 10-21",,0.703,1.09,'-,[1.07-1.12],RNA5SP299,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,10:8697617
rs2516420-<b>C</b>,"1 x 10-7",,0.9263,1.1,'-,[1.06-1.13],MICB-DT,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,6:31481843
rs12246635-<b>C</b>,"5 x 10-12",,0.0983,1.1,'-,[1.07-1.14],VTI1A,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,10:112528860
rs3217874-<b>T</b>,"1 x 10-17",,0.4282,1.08,'-,[1.06-1.10],CCND2,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,12:4291642
rs16892766-<b>C</b>,"4 x 10-32",,0.0829,1.2,'-,[1.17-1.24],EIF3H,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,8:116618444
rs4313119-<b>G</b>,"1 x 10-9",,0.7486,1.06,'-,[1.04-1.08],CASC8,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,8:127559610
rs2250430-<b>T</b>,"3 x 10-10",,0.7095,1.07,'-,[1.04-1.09],PLEKHG6,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,12:6312008
rs4901473-<b>G</b>,"5 x 10-10",,0.378,1.06,'-,[1.04-1.08],"BMP4, ATP5F1CP1","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,14:53978439
rs556532366-<b>T</b>,"9 x 10-6","(conditioned on lead SNPs in LD)",0.0029,1.6,'-,[1.30-1.97],PLCB1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,20:8587424
rs10786560-<b>G</b>,"4 x 10-6","(conditioned on lead SNPs in LD)",0.762,1.05,'-,[1.03-1.08],"SLC25A28, NKX2-3","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,10:99555409
rs6067417-<b>C</b>,"4 x 10-11",,0.5635,1.06,'-,[1.04-1.08],"RN7SL636P, LINC01271","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,20:50367160
rs116353863-<b>C</b>,"9 x 10-9",,0.0165,1.2,'-,[1.13-1.27],"HCG22, MUC22","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,6:31042408
rs116685461-<b>G</b>,"3 x 10-6",,0.8755,1.06,'-,[1.04-1.09],"HLA-B, LINC02571","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,6:31347735
rs117079142-<b>A</b>,"2 x 10-16",,0.0432,1.19,'-,[1.14-1.24],UTP23,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,8:116778675
rs11884596-<b>C</b>,"1 x 10-9",,0.3823,1.06,'-,[1.04-1.08],'-,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,2:198747683
rs12217641-<b>C</b>,"8 x 10-6","(conditioned on lead SNPs in LD)",0.6981,1.05,'-,[1.03-1.07],"CHCHD3P1, RNA5SP299","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,10:8621912
rs12447408-<b>A</b>,"7 x 10-7",,0.2535,1.05,'-,[1.03-1.07],"LINC01082, LINC01081","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,16:86218938
rs1250567-<b>C</b>,"3 x 10-8",,0.4405,1.05,'-,[1.03-1.07],ZMIZ1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,10:79286508
rs12594720-<b>C</b>,"5 x 10-7",,0.7218,1.05,'-,[1.03-1.07],SMAD6,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,15:66714680
rs12708491-<b>G</b>,"4 x 10-15",,0.5872,1.07,'-,[1.05-1.09],"SCG5, GREM1","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,15:32700635
rs13086367-<b>A</b>,"7 x 10-8",,0.5262,1.05,'-,[1.03-1.07],"BOC, LINC02044","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,3:113185041
rs13204733-<b>G</b>,"2 x 10-7","(conditioned on lead SNPs in LD)",0.141,1.07,'-,[1.04-1.10],BMP5,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,6:55701310
rs1427760-<b>C</b>,"3 x 10-7",,0.5268,1.05,'-,[1.03-1.06],"TBX3, Y_RNA","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,12:114662909
rs17816465-<b>A</b>,"7 x 10-9",,0.2055,1.07,'-,[1.04-1.09],FMN1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,15:32864185
rs1924816-<b>A</b>,"6 x 10-7",,0.7737,1.05,'-,[1.03-1.08],LINC00393,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,13:73423824
rs2293581-<b>A</b>,"9 x 10-40",,0.2116,1.15,'-,[1.13-1.17],GREM1,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,15:32718535
rs12149163-<b>T</b>,"5 x 10-9",,0.4976,1.05,'-,[1.03-1.07],"LINC01081, LINC00917","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,16:86305709
rs28488-<b>T</b>,"3 x 10-11",,0.6388,1.06,'-,[1.04-1.08],BMP2,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,20:6781574
rs12514517-<b>A</b>,"4 x 10-21",,0.288,1.1,'-,[1.08-1.12],RNU1-150P,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,5:40279974
rs373585858-<b>A</b>,"7 x 10-6",,0.0016,2,'-,[1.48-2.70],HEXD,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,17:82436680
rs189583-<b>G</b>,"1 x 10-22",,0.3298,1.1,'-,[1.08-1.12],CASC20,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,20:6395810
rs45597035-<b>A</b>,"3 x 10-9",,0.6506,1.06,'-,[1.04-1.08],KLF5,"Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,13:73075014
rs2735940-<b>G</b>,"5 x 10-25",,0.4952,1.09,'-,[1.08-1.11],"TERT, MIR4457","Colorectal cancer or advanced adenoma","colorectal cancer, colorectal adenoma",'-,GCST007856,5:1296371
rs9409565-<b>C</b>,"1 x 10-7","(light/moderate and heavy drinkers)",NR,1.23,'-,[1.04-1.45],"MFSD14B, RNU6-669P","Colorectal cancer (alcohol consumption interaction)","colorectal cancer, alcohol consumption measurement",'-,GCST003873,9:94488752
rs9409565-<b>C</b>,"2 x 10-8","(Light-to-moderate drinkers)",NR,1.35,'-,[1.21-1.49],"MFSD14B, RNU6-669P","Colorectal cancer (alcohol consumption interaction)","colorectal cancer, alcohol consumption measurement",'-,GCST003873,9:94488752
rs4971775-<b>G</b>,"4 x 10-9",,0.062,1.21,'-,[1.14-1.29],CCDC12P1,"Colorectal cancer x fine particulate matter exposure levels interaction","colorectal cancer, particulate matter air pollution measurement",'-,GCST011108,2:51959960
rs9313579-<b>T</b>,"2 x 10-9",,0.059,0.8,'-,[0.74-0.86],STK10,"Colorectal cancer x fine particulate matter exposure levels interaction","colorectal cancer, particulate matter air pollution measurement",'-,GCST011108,5:172151880
rs6950598-<b>C</b>,"2 x 10-9",,0.196,0.88,'-,[0.84-0.92],HDAC9,"Colorectal cancer x fine particulate matter exposure levels interaction","colorectal cancer, particulate matter air pollution measurement",'-,GCST011108,7:18931900
rs11761214-<b>C</b>,"3 x 10-9",,0.299,0.89,'-,[0.86-0.93],CICP17,"Colorectal cancer x fine particulate matter exposure levels interaction","colorectal cancer, particulate matter air pollution measurement",'-,GCST011108,7:51473441
rs10902298-<b>T</b>,"1 x 10-10",,0.054,1.23,'-,[1.16-1.31],'-,"Colorectal cancer x fine particulate matter exposure levels interaction","colorectal cancer, particulate matter air pollution measurement",'-,GCST011108,11:54880568
rs141093369-<b>?</b>,"1 x 10-8","(Colorectal polyp)",NR,1.08,'-,[1.05-1.11],"LINC02474, LINC02257","Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,1:221975917
rs34246098-<b>?</b>,"5 x 10-8","(Colorectal polyp)",NR,1.33,'-,[1.16-1.53],"CRTC1P1, GGCTP3","Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,2:52527760
rs17060573-<b>?</b>,"4 x 10-8","(Colorectal polyp)",NR,0.93,'-,[0.91-0.96],HPGD,"Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,4:174507579
rs36096333-<b>?</b>,"1 x 10-10","(Colorectal polyp)",NR,1.09,'-,[1.06-1.12],PITX1-AS1,"Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,5:135114972
rs11779352-<b>?</b>,"6 x 10-9","(Colorectal polyp)",NR,1.11,'-,[1.07-1.15],UTP23,"Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,8:116801302
rs10808556-<b>?</b>,"2 x 10-22","(Colorectal polyp)",NR,0.88,'-,[0.86-0.9],"CCAT2, CASC8, PCAT1, POU5F1B","Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,8:127400902
rs12358150-<b>?</b>,"1 x 10-13","(Colorectal polyp)",NR,0.91,'-,[0.89-0.93],"LINC02676, RNA5SP299","Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,10:8693781
rs704017-<b>?</b>,"3 x 10-9","(Colorectal polyp)",NR,1.08,'-,[1.05-1.11],ZMIZ1-AS1,"Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,10:79059375
rs77802795-<b>?</b>,"1 x 10-13","(Colorectal polyp)",NR,1.11,'-,[1.08-1.14],VTI1A,"Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,10:112505312
rs141177865-<b>?</b>,"2 x 10-9","(Colorectal polyp)",NR,1.28,'-,[1.15-1.41],"RN7SL222P, CNTN5","Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,11:100525884
rs7316968-<b>?</b>,"5 x 10-8","(Colorectal polyp)",NR,1.07,'-,[1.04-1.1],LINC00393,"Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,13:73417325
rs35204860-<b>?</b>,"3 x 10-9","(Colorectal polyp)",NR,1.08,'-,[1.05-1.11],"METRNL, RPL23AP87","Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,17:83095585
rs4939567-<b>?</b>,"1 x 10-17","(Colorectal polyp)",NR,0.9,'-,[0.88-0.92],SMAD7,"Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,18:48925503
rs141177865-<b>?</b>,"1 x 10-9","(Colorectal cancer)",NR,1.39,'-,[1.2-1.61],"RN7SL222P, CNTN5","Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,11:100525884
rs7316968-<b>?</b>,"3 x 10-8","(Colorectal cancer)",NR,1.1,'-,[1.06-1.14],LINC00393,"Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,13:73417325
rs35204860-<b>?</b>,"7 x 10-9","(Colorectal cancer)",NR,1.11,'-,[1.07-1.15],"METRNL, RPL23AP87","Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,17:83095585
rs6055341-<b>?</b>,"1 x 10-12","(Colorectal polyp)",NR,0.91,'-,[0.89-0.93],"RN7SL547P, HAO1","Colorectal polyp and colorectal cancer (MTAG)","colorectal cancer, polyp of large intestine",'-,GCST90093303,20:7863756
rs189655236-<b>C</b>,"9 x 10-9",,0.014,2.14,'-,[1.65-2.77],BORCS5,"Survival in colon cancer (proximal)","colorectal cancer, survival time",'-,GCST90102457,12:12370837
rs144717887-<b>G</b>,"3 x 10-8",,0.015,2.01,'-,[1.57-2.58],"LINC01148, LINC02309","Survival in colon cancer (proximal)","colorectal cancer, survival time",'-,GCST90102457,14:86532595
rs698022-<b>C</b>,"8 x 10-9",,0.111,1.48,'-,[1.3-1.69],LINC01500,"Survival in colon cancer (distal)","colorectal cancer, survival time",'-,GCST90102458,14:58669547
rs79612564-<b>C</b>,"2 x 10-7",,NR,1.24,'-,[1.16-1.32],ERBB4,"Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,2:211845660
rs9356458-<b>A</b>,"9 x 10-7",,NR,0.82,'-,[0.75-0.9],"GNG5P1, PRR18","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,6:166253946
rs9744647-<b>T</b>,"2 x 10-6",,NR,1.29,'-,[1.18-1.39],CDIN1,"Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,15:36697029
rs6568761-<b>G</b>,"2 x 10-6",,NR,0.78,'-,[0.67-0.88],"SOCS5P5, FCF1P10","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,6:113107609
rs244509-<b>C</b>,"2 x 10-6",,NR,0.81,'-,[0.73-0.9],"RPS3AP21, WDR36","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,5:111177429
rs1400673-<b>G</b>,"2 x 10-6",,NR,1.35,'-,[1.23-1.48],"RN7SL553P, GRM7-AS3","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,3:6062038
rs4653255-<b>A</b>,"3 x 10-6",,NR,0.84,'-,[0.76-0.91],"MIR4255, RNU6-636P","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,1:37179162
rs2473571-<b>G</b>,"3 x 10-6",,NR,1.19,'-,[1.12-1.27],"UNC5CL, LRFN2","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,6:40627191
rs9594035-<b>T</b>,"5 x 10-6",,NR,0.82,'-,[0.73-0.9],"LINC00351, SLITRK6","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,13:85589544
rs3103204-<b>T</b>,"5 x 10-6",,NR,0.76,'-,[0.64-0.88],"SHISA3, BEND4","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,4:42370634
rs11605969-<b>T</b>,"6 x 10-6",,NR,1.26,'-,[1.16-1.36],SORL1,"Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,11:121560163
rs4411363-<b>G</b>,"8 x 10-6",,NR,1.19,'-,[1.12-1.27],TNFRSF19,"Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,13:23617092
rs1352374-<b>C</b>,"8 x 10-6",,NR,0.82,'-,[0.73-0.91],"STIM2, LINC02261","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,4:27155925
rs6983214-<b>T</b>,"9 x 10-6",,NR,0.83,'-,[0.75-0.91],"C8orf44, C8orf44-SGK3","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,8:66678225
rs11744800-<b>C</b>,"9 x 10-6",,NR,0.82,'-,[0.74-0.91],ADAM19,"Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,5:157555051
rs2050337-<b>G</b>,"9 x 10-6",,NR,1.19,'-,[1.11-1.26],"PHB2P1, RNU6-839P","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,10:109458147
rs7145600-<b>T</b>,"1 x 10-5",,NR,0.79,'-,[0.69-0.9],"LRFN5, YWHAQP1","Overall survival in advanced colorectal cancer","colorectal cancer, overall survival",'-,GCST90101725,14:42475173
rs35493687-<b>A</b>,"4 x 10-6",,0.122,0.4,'-,[0.3-0.6],KCNQ4,"Colorectal cancer vs inflammatory bowel disease","colorectal cancer, inflammatory bowel disease",'-,GCST90179123,1:40819620
