"","VariantID","DISEASE/TRAIT","MAPPED_GENE","CONTEXT","INTERGENIC","RISK ALLELE FREQUENCY","MAPPED_TRAIT","EnsVar_most_severe_consequence","Parent term","monogenic_searched_resource","monogenic_disease_name"
"2917","rs79220007","LDL cholesterol levels","HFE","3_prime_UTR_variant",0,"0.923917","low density lipoprotein cholesterol measurement","3_prime_UTR_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"2918","rs12603885","LDL cholesterol levels","NF1","intron_variant",0,"0.300292","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Neurofibromatosis type 1 (NF1)/Von Recklinghausen disease"
"2919","rs9894946","LDL cholesterol levels","TP53","intron_variant",0,"0.158891","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"2920","rs769449","LDL cholesterol levels x short total sleep time interaction (2df test)","APOE","non_coding_transcript_exon_variant",0,"NR","sleep duration, low density lipoprotein cholesterol measurement","non_coding_transcript_exon_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2921","rs769449","LDL cholesterol levels x short total sleep time interaction (2df test)","APOE","non_coding_transcript_exon_variant",0,"NR","sleep duration, low density lipoprotein cholesterol measurement","non_coding_transcript_exon_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2922","rs79220007","LDL cholesterol x physical activity interaction (2df test)","HFE","3_prime_UTR_variant",0,"0.9473","low density lipoprotein cholesterol measurement, physical activity","3_prime_UTR_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"2923","rs79220007","LDL cholesterol x physical activity interaction (2df test)","HFE","3_prime_UTR_variant",0,"0.9473","low density lipoprotein cholesterol measurement, physical activity","3_prime_UTR_variant","Biological process","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"2924","rs429358","Lamb consumption","APOE","missense_variant",0,"NR","diet measurement","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2925","rs429358","Lamb liking","APOE","missense_variant",0,"0.1487","taste liking measurement","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2926","rs429358","Late-onset Alzheimer's disease","APOE","missense_variant",0,"NR","late-onset Alzheimers disease","missense_variant","Neurological disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2927","rs769449","Lateral ventricle volume change rate x age interaction (2df)","APOE","non_coding_transcript_exon_variant",0,"0.1233","age at assessment, lateral ventricle volume change measurement","non_coding_transcript_exon_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2928","rs72774468","Left colon cancer","COL5A1","intron_variant",0,"0.035","colonic neoplasm","intron_variant","Cancer","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Ehlers-Danlos syndrome"
"2929","rs429358","Leucine-rich repeat neuronal protein 1 level in Chronic kidney disease with hypertension and no diabetes (11293_14)","APOE","missense_variant",0,"0.21","protein measurement","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2930","rs429358","Leucine-rich repeat neuronal protein 1 levels (LRRN1.11293.14.3)","APOE","missense_variant",0,"0.153","leucine-rich repeat neuronal protein 1 measurement","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2931","rs11111026","Leukocyte immunoglobulin-like receptor subfamily B member 4 levels (LILRB4.6453.70.3)","GNPTAB","intron_variant",0,"0.182","leukocyte immunoglobulin-like receptor subfamily B member 4 measurement","intron_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Mucolipidosis type III (ML3) alpha/beta"
"2932","rs429358","Lewy body disease","APOE","missense_variant",0,"0.732","Lewy body dementia, Lewy body dementia measurement","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2933","rs429358","Lewy body disease","APOE","missense_variant",0,"0.732","Lewy body dementia, Lewy body dementia measurement","missense_variant","Metabolic disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2934","rs429358","Lewy body disease","APOE","missense_variant",0,"0.7347","Lewy body dementia, Lewy body dementia measurement","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2935","rs429358","Lewy body disease","APOE","missense_variant",0,"0.7347","Lewy body dementia, Lewy body dementia measurement","missense_variant","Metabolic disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2936","rs429358","Lewy body disease","APOE","missense_variant",0,"0.7344","Lewy body dementia, Lewy body dementia measurement","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2937","rs429358","Lewy body disease","APOE","missense_variant",0,"0.7344","Lewy body dementia, Lewy body dementia measurement","missense_variant","Metabolic disorder","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2938","rs2071303","Life satisfaction","HFE","splice_region_variant",0,"0.349302483751096","wellbeing measurement","splice_donor_region_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"2939","rs2854322","Lipid traits (pleiotropy) (HIPO component 2)","NF1","intron_variant",0,"NR","total cholesterol measurement, triglyceride measurement, low density lipoprotein cholesterol measurement, high density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Neurofibromatosis type 1 (NF1)/Von Recklinghausen disease"
"2940","rs429358","Liver enzyme levels (alanine transaminase)","APOE","missense_variant",0,"0.845488","serum alanine aminotransferase measurement","missense_variant","Liver enzyme measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2941","rs429358","Liver enzyme levels (alkaline phosphatase)","APOE","missense_variant",0,"0.845457","alkaline phosphatase measurement","missense_variant","Liver enzyme measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2942","rs476934","Liver enzyme levels (alkaline phosphatase)","ALDOB","intron_variant",0,"0.121848","alkaline phosphatase measurement","intron_variant","Liver enzyme measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hereditary fructose intolerance/Fructosemia"
"2943","rs147350387","Liver enzyme levels (gamma-glutamyl transferase)","PKD1","missense_variant",0,"0.982106","serum gamma-glutamyl transferase measurement","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Autosomal dominant polycystic kidney disease (ADPKD)"
"2944","rs147350387","Liver enzyme levels (gamma-glutamyl transferase)","PKD1","missense_variant",0,"0.982106","serum gamma-glutamyl transferase measurement","missense_variant","Liver enzyme measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Autosomal dominant polycystic kidney disease (ADPKD)"
"2945","rs429358","Liver fat content (MRI proton density fat fraction measure)","APOE","missense_variant",0,"0.848199","liver fat measurement, liver disease biomarker","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2946","rs1800562","Liver fibrosis and steatohepatitis severity (MRI cT1 measure)","HFE","missense_variant",0,"0.925","liver fat measurement, liver disease biomarker","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"2947","rs429358","Liver liking","APOE","missense_variant",0,"0.1486","taste liking measurement","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2948","rs429358","Logical memory (delayed recall)","APOE","missense_variant",0,"0.25","memory performance","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2949","rs429358","Logical memory (immediate recall)","APOE","missense_variant",0,"0.25","memory performance","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2950","rs769449","Longevity","APOE","non_coding_transcript_exon_variant",0,"0.12","longevity","non_coding_transcript_exon_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2951","rs7874142","Longevity","COL5A1","intron_variant",0,"NR","longevity","intron_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Ehlers-Danlos syndrome"
"2952","rs429358","Longevity (100 years and older)","APOE","missense_variant",0,"0.138","longevity","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2953","rs429358","Longevity (age >90th survival percentile)","APOE","missense_variant",0,"0.87","longevity","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2954","rs429358","Longevity (age >90th survival percentile)","APOE","missense_variant",0,"0.87","longevity","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2955","rs429358","Longevity (age >99th survival percentile)","APOE","missense_variant",0,"0.87","longevity","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2956","rs429358","Longevity (age >99th survival percentile)","APOE","missense_variant",0,"0.87","longevity","missense_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2957","rs1800562","Low density lipoprotein cholesterol levels","HFE","missense_variant",0,"NR","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"2958","rs1800562","Low density lipoprotein cholesterol levels","HFE","missense_variant",0,"0.939","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"2959","rs1800562","Low density lipoprotein cholesterol levels","HFE","missense_variant",0,"NR","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"2960","rs1800562","Low density lipoprotein cholesterol levels","HFE","missense_variant",0,"0.0681964","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hemochromatosis"
"2961","rs429358","Low density lipoprotein cholesterol levels","APOE","missense_variant",0,"NR","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2962","rs429358","Low density lipoprotein cholesterol levels","APOE","missense_variant",0,"0.868","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2963","rs429358","Low density lipoprotein cholesterol levels","APOE","missense_variant",0,"0.885","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2964","rs429358","Low density lipoprotein cholesterol levels","APOE","missense_variant",0,"0.905","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2965","rs429358","Low density lipoprotein cholesterol levels","APOE","missense_variant",0,"0.789","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2966","rs429358","Low density lipoprotein cholesterol levels","APOE","missense_variant",0,"NR","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2967","rs769449","Low density lipoprotein cholesterol levels","APOE","non_coding_transcript_exon_variant",0,"NR","low density lipoprotein cholesterol measurement","non_coding_transcript_exon_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2968","rs769449","Low density lipoprotein cholesterol levels","APOE","non_coding_transcript_exon_variant",0,"0.892","low density lipoprotein cholesterol measurement","non_coding_transcript_exon_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2969","rs769449","Low density lipoprotein cholesterol levels","APOE","non_coding_transcript_exon_variant",0,"0.914","low density lipoprotein cholesterol measurement","non_coding_transcript_exon_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2970","rs769449","Low density lipoprotein cholesterol levels","APOE","non_coding_transcript_exon_variant",0,"0.911","low density lipoprotein cholesterol measurement","non_coding_transcript_exon_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2971","rs769449","Low density lipoprotein cholesterol levels","APOE","non_coding_transcript_exon_variant",0,"NR","low density lipoprotein cholesterol measurement","non_coding_transcript_exon_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2972","rs769449","Low density lipoprotein cholesterol levels","APOE","non_coding_transcript_exon_variant",0,"NR","low density lipoprotein cholesterol measurement","non_coding_transcript_exon_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2973","rs769449","Low density lipoprotein cholesterol levels","APOE","non_coding_transcript_exon_variant",0,"NR","low density lipoprotein cholesterol measurement","non_coding_transcript_exon_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2974","rs1042522","Low density lipoprotein cholesterol levels","TP53","missense_variant",0,"NR","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"2975","rs769448","Low density lipoprotein cholesterol levels","APOE","intron_variant",0,"NR","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2976","rs2854322","Low density lipoprotein cholesterol levels","NF1","intron_variant",0,"NR","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Neurofibromatosis type 1 (NF1)/Von Recklinghausen disease"
"2977","rs11080150","Low density lipoprotein cholesterol levels","NF1","intron_variant",0,"0.3","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Neurofibromatosis type 1 (NF1)/Von Recklinghausen disease"
"2978","rs11549407","Low density lipoprotein cholesterol levels","HBB","stop_gained",0,"","low density lipoprotein cholesterol measurement","stop_gained","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"2979","rs11549407","Low density lipoprotein cholesterol levels","HBB","stop_gained",0,"","low density lipoprotein cholesterol measurement","stop_gained","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"2980","rs12603885","Low density lipoprotein cholesterol levels","NF1","intron_variant",0,"NR","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Neurofibromatosis type 1 (NF1)/Von Recklinghausen disease"
"2981","rs9894946","Low density lipoprotein cholesterol levels","TP53","intron_variant",0,"0.840834","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"2982","rs9894946","Low density lipoprotein cholesterol levels","TP53","intron_variant",0,"NR","low density lipoprotein cholesterol measurement","intron_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"2983","rs115299243","Low density lipoprotein cholesterol levels","APOE","non_coding_transcript_exon_variant",0,"NR","low density lipoprotein cholesterol measurement","non_coding_transcript_exon_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2984","rs769455","Low density lipoprotein cholesterol levels","APOE","missense_variant",0,"NR","low density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2985","rs7185040","Low hand grip strength (60 years and older) (EWGSOP)","PKD1","intron_variant",0,"0.18","grip strength measurement","intron_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Autosomal dominant polycystic kidney disease (ADPKD)"
"2986","rs429358","Low high density lipoprotein cholesterol levels","APOE","missense_variant",0,"NR","high density lipoprotein cholesterol measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"2987","rs216303","Low vWF levels","VWF","intron_variant",0,"NR","von Willebrand factor measurement","intron_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Von Willebrand disease"
"2988","rs17462641","Lung function (FEV1/FVC)","FBN1","intron_variant",0,"NR","FEV/FEC ratio","intron_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Marfan syndrome"
"2989","rs76525968","Lung function (FEV1/FVC)","SERPING1","non_coding_transcript_exon_variant",0,"NR","FEV/FEC ratio","non_coding_transcript_exon_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Hereditary angioedema (HAE)/Angioneurotic edema"
"2990","rs334","Lymphocyte count","HBB","missense_variant",0,"0.93645","lymphocyte count","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"2991","rs334","Lymphocyte count","HBB","missense_variant",0,"0.93645","lymphocyte count","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"2992","rs334","Lymphocyte count","HBB","missense_variant",0,"0.997505","lymphocyte count","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"2993","rs334","Lymphocyte count","HBB","missense_variant",0,"0.997505","lymphocyte count","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"2994","rs334","Lymphocyte count","HBB","missense_variant",0,"NR","lymphocyte count","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"2995","rs334","Lymphocyte count","HBB","missense_variant",0,"NR","lymphocyte count","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"2996","rs334","Lymphocyte count","HBB","missense_variant",0,"NR","lymphocyte count","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sickle cell anemia"
"2997","rs334","Lymphocyte count","HBB","missense_variant",0,"NR","lymphocyte count","missense_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","β-Thalassemia"
"2998","rs1793911","Lymphocyte count","COL2A1","intron_variant",0,"0.486968","lymphocyte count","intron_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Stickler syndrome/ hereditary progressive arthroophthalmopathy"
"2999","rs10037055","Lymphocyte count","NSD1","intron_variant",0,"0.773331","lymphocyte count","intron_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sotos syndrome/cerebral gigantism"
"3000","rs4976642","Lymphocyte count","NSD1","intron_variant",0,"0.831367","lymphocyte count","intron_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sotos syndrome/cerebral gigantism"
"3001","rs4976642","Lymphocyte count","NSD1","intron_variant",0,"0.831576","lymphocyte count","intron_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sotos syndrome/cerebral gigantism"
"3002","rs4976642","Lymphocyte count","NSD1","intron_variant",0,"NR","lymphocyte count","intron_variant","Hematological measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Sotos syndrome/cerebral gigantism"
"3003","rs78378222","Lymphocytic leukemia","TP53","3_prime_UTR_variant",0,"0.012122","lymphoid leukemia","3_prime_UTR_variant","Cancer","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Li-Fraumeni syndrome sarcoma, breast, leukemia, and adrenal gland (SBLA) syndrome"
"3004","rs429358","Lysophosphatidylcholine (20:0) [sn2] levels","APOE","missense_variant",0,"NR","lysophosphatidylcholine 20:0 measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"3005","rs429358","Lysophosphatidylcholine (20:1) [sn1] levels","APOE","missense_variant",0,"NR","lysophosphatidylcholine 20:1 measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"3006","rs429358","Lysophosphatidylcholine (20:1) [sn1] levels","APOE","missense_variant",0,"NR","lysophosphatidylcholine 20:1 measurement","missense_variant","Lipid or lipoprotein measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Dysbetalipoproteinemia/Hyperliproteinemia type 3"
"3007","rs4764822","Lysosomal protective protein levels","GNPTAB","intron_variant",0,"0.34753","lysosomal protective protein measurement","intron_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Mucolipidosis type III (ML3) alpha/beta"
"3008","rs11111044","Lysosomal protective protein levels","GNPTAB","intron_variant",0,"NR","lysosomal protective protein measurement","intron_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Mucolipidosis type III (ML3) alpha/beta"
"3009","rs7964859","Lysosomal protective protein levels (CTSA.3179.51.2)","GNPTAB","intron_variant",0,"0.294","lysosomal protective protein measurement","intron_variant","Other measurement","Tucker L. Apgar, Charles Sanders, Compendium of causative genes and their encoded proteinsfor common monogenic disorders","Mucolipidosis type III (ML3) alpha/beta"
