"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs6073958-<b>C</b>,"1 x 10-43",,NR,'-,'-,'-,"PCIF1, PLTP","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,20:45923216
rs2304128-<b>T</b>,"2 x 10-39",,NR,'-,'-,'-,GMIP,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,19:19635342
rs2043082-<b>A</b>,"8 x 10-34",,NR,'-,'-,'-,ALDH1A2,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,15:58382109
rs60695258-<b>T</b>,"1 x 10-33",,NR,'-,'-,'-,AFF1,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,4:87101557
rs150844304-<b>C</b>,"3 x 10-33",,NR,'-,'-,'-,TP53BP1,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,15:43434427
rs11967262-<b>G</b>,"3 x 10-32",,NR,'-,'-,'-,"VEGFA, LINC02537","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,6:43792590
rs10127775-<b>T</b>,"9 x 10-31",,NR,'-,'-,'-,GALNT2,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,1:230160042
rs13108218-<b>G</b>,"8 x 10-29",,NR,'-,'-,'-,HGFAC,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,4:3442204
rs1495743-<b>C</b>,"2 x 10-28",,NR,'-,'-,'-,"PSD3, NAT2","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,8:18415790
rs2908522-<b>G</b>,"2 x 10-26",,NR,'-,'-,'-,LINC01625,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,6:139514262
rs4418728-<b>T</b>,"3 x 10-25",,NR,'-,'-,'-,"CYP26A1, NIP7P1","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,10:93079967
rs11762784-<b>A</b>,"6 x 10-25",,NR,'-,'-,'-,"KLF14, H4P1","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,7:130739885
rs10761716-<b>G</b>,"2 x 10-24",,NR,'-,'-,'-,"NRBF2, RNU6-543P","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,10:63122540
rs2972143-<b>G</b>,"8 x 10-22",,NR,'-,'-,'-,"NYAP2, MIR5702","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,2:226251649
rs116843064-<b>A</b>,"4 x 10-21",,NR,'-,'-,'-,ANGPTL4,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,19:8364439
rs2925979-<b>C</b>,"5 x 10-21",,NR,'-,'-,'-,CMIP,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,16:81501185
rs112259268-<b>A</b>,"5 x 10-21",,NR,'-,'-,'-,"MPP3, CFAP97D1","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,17:43797377
rs1128249-<b>T</b>,"4 x 10-18",,NR,'-,'-,'-,COBLL1,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,2:164672114
rs465002-<b>T</b>,"1 x 10-16",,NR,'-,'-,'-,C5orf67,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,5:56512648
rs10957054-<b>T</b>,"3 x 10-8",,NR,'-,'-,'-,UBXN2B,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,8:58423997
rs6063050-<b>C</b>,"5 x 10-8",,NR,'-,'-,'-,EYA2,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,20:46975601
rs190528931-<b>A</b>,"6 x 10-8",,NR,'-,'-,'-,MACROD1,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,11:64143801
rs58084604-<b>T</b>,"7 x 10-8",,NR,'-,'-,'-,RNU4-17P,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,18:60182196
rs11870935-<b>A</b>,"1 x 10-7",,NR,'-,'-,'-,KPNB1,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,17:47655239
rs57457691-<b>C</b>,"1 x 10-7",,NR,'-,'-,'-,PEPD,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,19:33420799
rs4804411-<b>C</b>,"1 x 10-6",,NR,'-,'-,'-,INSR,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,19:7222366
rs4847240-<b>G</b>,"1 x 10-6",,NR,'-,'-,'-,DR1,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,1:93352389
rs114165349-<b>C</b>,"2 x 10-6",,NR,'-,'-,'-,ARID1A,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,1:26695422
rs10713774-<b>?</b>,"3 x 10-6",,NR,'-,'-,'-,"SMIM20, LINC02357","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,4:26048829
rs1111336-<b>C</b>,"3 x 10-6",,NR,'-,'-,'-,"FOSL2, PLB1","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,2:28435029
rs10066168-<b>T</b>,"3 x 10-6",,NR,'-,'-,'-,HAVCR1,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,5:157057207
rs581411-<b>A</b>,"6 x 10-6",,NR,'-,'-,'-,"TDRD15, APOB","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,2:21066560
rs6461354-<b>T</b>,"7 x 10-6",,NR,'-,'-,'-,SNX13,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,7:17874977
rs4660303-<b>A</b>,"9 x 10-6",,NR,'-,'-,'-,"PABPC4, HEYL","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,1:39594801
rs2896635-<b>A</b>,"4 x 10-15",,NR,'-,'-,'-,ARNTL,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,11:13338198
rs4841132-<b>G</b>,"5 x 10-15",,NR,'-,'-,'-,"RNU6-526P, RNU6-1151P","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,8:9326086
rs2763981-<b>A</b>,"8 x 10-14",,NR,'-,'-,'-,SLC44A4,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,6:31872244
rs4820323-<b>G</b>,"4 x 10-13",,NR,'-,'-,'-,"MAFF, PLA2G6","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,22:38203760
rs1154988-<b>A</b>,"6 x 10-13",,NR,'-,'-,'-,"MSL2, PCCB","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,3:136206349
rs2749008-<b>T</b>,"1 x 10-12",,NR,'-,'-,'-,GSTA2,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,6:52761322
rs28364406-<b>T</b>,"2 x 10-12",,NR,'-,'-,'-,CAPN3,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,15:42387225
rs540730-<b>C</b>,"5 x 10-12",,NR,'-,'-,'-,R3HDM2,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,12:57413331
rs28487964-<b>A</b>,"5 x 10-12",,NR,'-,'-,'-,CTDSPL2,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,15:44492177
rs7096937-<b>C</b>,"9 x 10-12",,NR,'-,'-,'-,GPAM,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,10:112190660
rs3794695-<b>T</b>,"2 x 10-11",,NR,'-,'-,'-,"TXNL4B, HPR","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,16:72063928
rs2963472-<b>A</b>,"3 x 10-11",,NR,'-,'-,'-,'-,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,5:158572014
rs4722551-<b>C</b>,"4 x 10-11",,NR,'-,'-,'-,"MIR148A, NFE2L3","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,7:25952206
rs56076449-<b>G</b>,"9 x 10-11",,NR,'-,'-,'-,"FSTL4, HSPA4","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,5:133106498
rs1090107-<b>G</b>,"1 x 10-10",,NR,'-,'-,'-,NEIL2,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,8:11775019
rs7140110-<b>C</b>,"1 x 10-10",,NR,'-,'-,'-,"GAS6, GAS6-AS1","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,13:113841051
rs8071884-<b>G</b>,"4 x 10-10",,NR,'-,'-,'-,PGS1,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,17:78401977
rs2575876-<b>A</b>,"4 x 10-10",,NR,'-,'-,'-,ABCA1,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,9:104903458
rs35866622-<b>T</b>,"4 x 10-10",,NR,'-,'-,'-,MAMSTR,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,19:48714803
rs9989419-<b>G</b>,"5 x 10-10",,NR,'-,'-,'-,"HERPUD1, CETP","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,16:56951227
rs9491694-<b>A</b>,"1 x 10-9",,NR,'-,'-,'-,RSPO3,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,6:127115955
rs34311866-<b>C</b>,"3 x 10-9",,NR,'-,'-,'-,TMEM175,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,4:958159
rs41274050-<b>T</b>,"4 x 10-9",,NR,'-,'-,'-,"A1CF, ASAH2B","Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,10:50814012
rs2642438-<b>G</b>,"7 x 10-9",,NR,'-,'-,'-,MTARC1,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,1:220796686
rs10769254-<b>C</b>,"1 x 10-8",,NR,'-,'-,'-,MYBPC3,"Triglyceride levels x alcohol consumption (regular vs non-regular drinkers) interaction (2df)","triglyceride measurement, alcohol consumption measurement",'-,GCST008074,11:47340914
rs138964452-<b>?</b>,"1 x 10-8",,NR,'-,"2.3923 unit decrease",[1.57-3.22],"SHH, Y_RNA","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,7:155814531
rs6530964-<b>?</b>,"1 x 10-8",,NR,'-,"0.4761 unit increase",[0.31-0.64],LONRF1,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,8:12743525
rs16924419-<b>?</b>,"2 x 10-8",,NR,'-,"0.749 unit decrease",[0.49-1.01],TOX,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,8:59012231
rs62522696-<b>?</b>,"3 x 10-9",,NR,'-,"1.6538 unit decrease",[1.11-2.2],PREX2,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,8:68152025
rs191150200-<b>?</b>,"2 x 10-8",,NR,'-,"2.1591 unit decrease",[1.4-2.91],"MIR4472-1, MIR1302-7","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,8:141909681
rs111568486-<b>?</b>,"4 x 10-8",,NR,'-,"1.8265 unit decrease",[1.18-2.48],"OTX2P1, RNU6-1228P","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,9:75523943
rs61853201-<b>?</b>,"3 x 10-8",,NR,'-,"0.538 unit decrease",[0.35-0.73],CCDC3,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,10:13057762
rs17010387-<b>?</b>,"4 x 10-8",,NR,'-,"1.4545 unit decrease",[0.94-1.97],PARG,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,10:49830501
rs367757185-<b>?</b>,"5 x 10-8",,NR,'-,"0.5914 unit decrease",[0.38-0.8],FAM21EP,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,10:50023955
rs4752622-<b>?</b>,"4 x 10-9",,NR,'-,"1.2061 unit decrease",[0.8-1.61],ATE1,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,10:121926441
rs138680314-<b>?</b>,"2 x 10-10",,NR,'-,"2.6344 unit decrease",[1.82-3.45],"RPL7AP56, IFTAP","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,11:37514575
rs145993662-<b>?</b>,"9 x 10-9",,NR,'-,"2.1317 unit decrease",[1.41-2.86],"MIR129-2, HSD17B12","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,11:43585633
rs2846344-<b>?</b>,"3 x 10-9",,NR,'-,"0.5446 unit decrease",[0.37-0.72],"MMP27, MMP20","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,11:102630102
rs75774241-<b>?</b>,"2 x 10-8",,NR,'-,"1.5536 unit decrease",[1.01-2.1],LHFPL6,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,13:39232832
rs188250047-<b>?</b>,"1 x 10-10",,NR,'-,"0.6294 unit increase",[0.44-0.82],"LINC00370, MYO16","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,13:109270506
rs79187523-<b>?</b>,"2 x 10-8",,NR,'-,"1.6041 unit decrease",[1.04-2.16],AKAP6,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,14:32433046
rs147222280-<b>?</b>,"2 x 10-9",,NR,'-,"2.1167 unit decrease",[1.42-2.81],SLC35F4,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,14:57828869
rs74326053-<b>?</b>,"3 x 10-9",,NR,'-,"1.8907 unit decrease",[1.27-2.52],"DACT1, RPL9P5","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,14:58615944
rs377453624-<b>?</b>,"2 x 10-8",,NR,'-,"2.1305 unit decrease",[1.39-2.87],GALC,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,14:87875316
rs79382425-<b>?</b>,"1 x 10-9",,NR,'-,"1.2116 unit decrease",[0.82-1.6],NUP93,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,16:56827631
rs79795728-<b>?</b>,"3 x 10-9",,NR,'-,"2.154 unit decrease",[1.44-2.87],NTN1,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,17:9049295
rs79873275-<b>?</b>,"2 x 10-8",,NR,'-,"1.0686 unit decrease",[0.7-1.44],STAC2,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,17:39216520
rs111458598-<b>?</b>,"3 x 10-8",,NR,'-,"1.088 unit decrease",[0.7-1.47],CDK12,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,17:39555107
rs11878930-<b>?</b>,"5 x 10-9",,NR,'-,"1.089 unit decrease",[0.72-1.45],"UNC13A, COLGALT1","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,19:17596087
rs10412986-<b>?</b>,"1 x 10-8",,NR,'-,"0.5302 unit decrease",[0.35-0.71],RELB,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,19:45015730
rs7544811-<b>?</b>,"5 x 10-9",,NR,'-,"0.5 unit decrease",[0.33-0.67],"LINC01756, LINC01648","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,1:29593204
rs75028545-<b>?</b>,"4 x 10-8",,NR,'-,"1.4973 unit decrease",[0.97-2.03],"RRAGC, HSPA5P1","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,1:38810593
rs12724160-<b>?</b>,"3 x 10-8",,NR,'-,"0.529 unit decrease",[0.34-0.72],"RNU6-830P, Y_RNA","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,1:55437906
rs76704560-<b>?</b>,"2 x 10-12",,NR,'-,"2.7687 unit decrease",[2-3.54],"RPS3AP9, RN7SKP156","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,1:188673430
rs142253038-<b>?</b>,"3 x 10-9",,NR,'-,"2.1776 unit decrease",[1.46-2.9],USH2A,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,1:216219959
rs148183513-<b>?</b>,"3 x 10-8",,NR,'-,"2.1094 unit decrease",[1.36-2.85],USH2A,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,1:216361333
rs186110361-<b>?</b>,"2 x 10-8",,NR,'-,"2.1337 unit decrease",[1.39-2.88],"RNU5F-8P, GREM2","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,1:240646251
rs76304485-<b>?</b>,"5 x 10-9",,NR,'-,"1.5736 unit decrease",[1.04-2.1],LINC01594,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,2:108211531
rs116596424-<b>?</b>,"8 x 10-9",,NR,'-,"1.8097 unit decrease",[1.2-2.42],BOK-AS1,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,2:241549539
rs150200887-<b>?</b>,"2 x 10-8",,NR,'-,"2.2039 unit decrease",[1.43-2.97],RBMS3,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,3:28640429
rs114438632-<b>?</b>,"5 x 10-8",,NR,'-,"1.3971 unit decrease",[0.9-1.9],CPNE4,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,3:131603838
rs146233927-<b>?</b>,"5 x 10-8",,NR,'-,"1.5979 unit decrease",[1.02-2.17],"EGFEM1P, GOLIM4","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,3:168155565
rs112444088-<b>?</b>,"1 x 10-8",,NR,'-,"1.646 unit decrease",[1.08-2.21],"EREG, AREG","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,4:74390018
rs4432822-<b>?</b>,"2 x 10-8",,NR,'-,"1.7363 unit decrease",[1.13-2.34],"LINC02262, TRAM1L1","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,4:117309754
rs541590009-<b>?</b>,"3 x 10-8",,NR,'-,"1.5647 unit decrease",[1.01-2.12],"ANXA5, TUBB4BP5","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,4:121662557
rs146636827-<b>?</b>,"4 x 10-8",,NR,'-,"1.6265 unit decrease",[1.05-2.21],"PABPC4L, PCDH10","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,4:133838697
rs4398581-<b>?</b>,"9 x 10-9",,NR,'-,"1.5315 unit decrease",[1.01-2.05],"PABPC4L, PCDH10","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,4:133962816
rs145936829-<b>?</b>,"2 x 10-8",,NR,'-,"1.7923 unit decrease",[1.17-2.42],"MTND1P22, GUCY1A1","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,4:155644883
rs72705325-<b>?</b>,"1 x 10-8",,NR,'-,"1.3698 unit decrease",[0.9-1.84],"PHBP14, RN7SL776P","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,4:167626263
rs77190514-<b>?</b>,"2 x 10-8",,NR,'-,"1.0304 unit decrease",[0.67-1.39],"LINC01455, CMYA5","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,5:79879007
rs6897293-<b>?</b>,"3 x 10-8",,NR,'-,"1.797 unit decrease",[1.16-2.43],LINC02147,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,5:117908319
rs114969140-<b>?</b>,"3 x 10-8",,NR,'-,"2.1184 unit decrease",[1.37-2.87],"RNU6-164P, ARL2BPP5","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,5:162525411
rs34892827-<b>?</b>,"5 x 10-10",,NR,'-,"1.63 unit decrease",[1.12-2.14],DST,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,6:56477338
rs78477794-<b>?</b>,"1 x 10-8",,NR,'-,"1.7206 unit decrease",[1.13-2.31],STXBP5,"Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,6:147268883
rs10251233-<b>?</b>,"9 x 10-9",,NR,'-,"1.2196 unit decrease",[0.8-1.64],"ATP6V0E2, ACTR3C","Alcohol consumption x experiences in childhood (felt loved by family member) interaction","wellbeing measurement, alcohol consumption measurement",'-,GCST90032654,7:150184579
rs77261378-<b>?</b>,"3 x 10-8",,NR,'-,"2.3067 unit increase",[1.49-3.13],PTPRD,"Alcohol consumption x traumatic event in childhood (felt hated by family member) interaction","childhood trauma measurement, alcohol consumption measurement",'-,GCST90032655,9:8363231
rs75210337-<b>?</b>,"3 x 10-8",,NR,'-,"1.7424 unit increase",[1.13-2.36],GABBR2,"Alcohol consumption x traumatic event in childhood (felt hated by family member) interaction","childhood trauma measurement, alcohol consumption measurement",'-,GCST90032655,9:98562372
rs145009935-<b>?</b>,"2 x 10-9",,NR,'-,"3.266 unit increase",[2.2-4.33],SFMBT2,"Alcohol consumption x traumatic event in childhood (felt hated by family member) interaction","childhood trauma measurement, alcohol consumption measurement",'-,GCST90032655,10:7278984
rs145028791-<b>?</b>,"1 x 10-8",,NR,'-,"3.0897 unit increase",[2.03-4.15],"DNAJB12, DDIT4","Alcohol consumption x traumatic event in childhood (felt hated by family member) interaction","childhood trauma measurement, alcohol consumption measurement",'-,GCST90032655,10:72321474
rs72844075-<b>?</b>,"2 x 10-8",,NR,'-,"1.8395 unit increase",[1.2-2.48],OSBPL5,"Alcohol consumption x traumatic event in childhood (felt hated by family member) interaction","childhood trauma measurement, alcohol consumption measurement",'-,GCST90032655,11:3112966
