"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs1049526-<b>?</b>,"5 x 10-9",,NR,2.4428785,'-,[1.79-3.33],BRD2,"Crohn's disease","Crohn's disease",'-,GCST003959,6:32981027
rs6596-<b>?</b>,"6 x 10-26",(Adults),NR,3.2372465,'-,[2.61-4.01],SNX20,"Crohn's disease","Crohn's disease",'-,GCST003959,16:50675812
rs13333062-<b>?</b>,"6 x 10-14",(Adults),NR,2.3493187,'-,[1.89-2.92],LINC02128,"Crohn's disease","Crohn's disease",'-,GCST003959,16:50888875
rs1049526-<b>?</b>,"3 x 10-6",(Adults),NR,2.530363,'-,[1.73-3.70],BRD2,"Crohn's disease","Crohn's disease",'-,GCST003959,6:32981027
rs6596-<b>?</b>,"8 x 10-45",(Children),NR,3.735511,'-,[3.10-4.49],SNX20,"Crohn's disease","Crohn's disease",'-,GCST003959,16:50675812
rs13333062-<b>?</b>,"1 x 10-15",(Children),NR,2.1826217,'-,[1.81-2.64],LINC02128,"Crohn's disease","Crohn's disease",'-,GCST003959,16:50888875
rs1049526-<b>?</b>,"3 x 10-7",(Children),NR,2.4273632,'-,[1.72-3.42],BRD2,"Crohn's disease","Crohn's disease",'-,GCST003959,6:32981027
rs6596-<b>?</b>,"2 x 10-54",,NR,3.5578997,'-,[3.02-4.20],SNX20,"Crohn's disease","Crohn's disease",'-,GCST003959,16:50675812
rs7282490-<b>?</b>,"2 x 10-18",,'-,'-,'-,'-,GATD3A,"Crohn's disease","Crohn's disease",'-,GCST004132,21:44195858
rs3091316-<b>?</b>,"2 x 10-17",,'-,'-,'-,'-,"CCL2, CCL7","Crohn's disease","Crohn's disease",'-,GCST004132,17:34266955
rs12946510-<b>?</b>,"1 x 10-16",,'-,'-,'-,'-,"GRB7, IKZF3","Crohn's disease","Crohn's disease",'-,GCST004132,17:39756124
rs75900472-<b>?</b>,"3 x 10-16",,'-,'-,'-,'-,"HNRNPA1P41, JAK2","Crohn's disease","Crohn's disease",'-,GCST004132,9:4981601
rs2266959-<b>?</b>,"1 x 10-15",,'-,'-,'-,'-,UBE2L3,"Crohn's disease","Crohn's disease",'-,GCST004132,22:21568615
rs921720-<b>?</b>,"3 x 10-15",,'-,'-,'-,'-,TRIB1,"Crohn's disease","Crohn's disease",'-,GCST004132,8:125522429
rs1250550-<b>?</b>,"9 x 10-15",,'-,'-,'-,'-,ZMIZ1,"Crohn's disease","Crohn's disease",'-,GCST004132,10:79300560
rs2284553-<b>?</b>,"1 x 10-14",,'-,'-,'-,'-,IFNGR2,"Crohn's disease","Crohn's disease",'-,GCST004132,21:33404389
rs1363907-<b>?</b>,"1 x 10-14",,'-,'-,'-,'-,ERAP2,"Crohn's disease","Crohn's disease",'-,GCST004132,5:96917099
rs3024505-<b>?</b>,"3 x 10-14",,'-,'-,'-,'-,"Y_RNA, IL10","Crohn's disease","Crohn's disease",'-,GCST004132,1:206766559
rs34779708-<b>?</b>,"4 x 10-14",,'-,'-,'-,'-,CREM,"Crohn's disease","Crohn's disease",'-,GCST004132,10:35177257
rs7608910-<b>?</b>,"6 x 10-14",,'-,'-,'-,'-,PUS10,"Crohn's disease","Crohn's disease",'-,GCST004132,2:60977721
rs3764147-<b>?</b>,"1 x 10-13",,'-,'-,'-,'-,LACC1,"Crohn's disease","Crohn's disease",'-,GCST004132,13:43883789
rs6716753-<b>?</b>,"1 x 10-13",,'-,'-,'-,'-,SP140,"Crohn's disease","Crohn's disease",'-,GCST004132,2:230232414
rs6062496-<b>?</b>,"3 x 10-13",,'-,'-,'-,'-,"RTEL1-TNFRSF6B, TNFRSF6B","Crohn's disease","Crohn's disease",'-,GCST004132,20:63697746
rs11879191-<b>?</b>,"3 x 10-13",,'-,'-,'-,'-,CDC37,"Crohn's disease","Crohn's disease",'-,GCST004132,19:10402235
rs7746082-<b>?</b>,"2 x 10-12",,'-,'-,'-,'-,"PRDM1, RN7SKP211","Crohn's disease","Crohn's disease",'-,GCST004132,6:105987394
rs8005161-<b>?</b>,"5 x 10-12",,'-,'-,'-,'-,GPR65,"Crohn's disease","Crohn's disease",'-,GCST004132,14:88006251
rs6863411-<b>?</b>,"7 x 10-12",,'-,'-,'-,'-,NDFIP1,"Crohn's disease","Crohn's disease",'-,GCST004132,5:142133639
rs34804116-<b>?</b>,"6 x 10-6",,'-,'-,'-,'-,"LINC02230, TMEM174","Crohn's disease","Crohn's disease",'-,GCST004132,5:73244023
rs2593855-<b>?</b>,"7 x 10-6",,'-,'-,'-,'-,FOXP1,"Crohn's disease","Crohn's disease",'-,GCST004132,3:71126344
rs630923-<b>?</b>,"7 x 10-6",,'-,'-,'-,'-,"Y_RNA, CXCR5","Crohn's disease","Crohn's disease",'-,GCST004132,11:118883644
rs9491891-<b>?</b>,"7 x 10-6",,'-,'-,'-,'-,"THEMIS, PTPRK","Crohn's disease","Crohn's disease",'-,GCST004132,6:127956006
rs7555082-<b>?</b>,"9 x 10-6",,'-,'-,'-,'-,"PTPRC, ATP6V1G3","Crohn's disease","Crohn's disease",'-,GCST004132,1:198629533
rs2066844-<b>?</b>,"6 x 10-99",,'-,'-,'-,'-,NOD2,"Crohn's disease","Crohn's disease",'-,GCST004132,16:50712015
rs11581607-<b>?</b>,"6 x 10-93",,'-,'-,'-,'-,IL23R,"Crohn's disease","Crohn's disease",'-,GCST004132,1:67242007
rs6752107-<b>?</b>,"2 x 10-61",,'-,'-,'-,'-,ATG16L1,"Crohn's disease","Crohn's disease",'-,GCST004132,2:233252802
rs11742570-<b>?</b>,"1 x 10-55",,'-,'-,'-,'-,'-,"Crohn's disease","Crohn's disease",'-,GCST004132,5:40410482
rs2188962-<b>?</b>,"6 x 10-36",,'-,'-,'-,'-,IRF1-AS1,"Crohn's disease","Crohn's disease",'-,GCST004132,5:132435113
rs10781499-<b>?</b>,"6 x 10-30",,'-,'-,'-,'-,CARD9,"Crohn's disease","Crohn's disease",'-,GCST004132,9:136371953
rs10761659-<b>?</b>,"8 x 10-29",,'-,'-,'-,'-,ALDH7A1P4,"Crohn's disease","Crohn's disease",'-,GCST004132,10:62685804
rs11236797-<b>?</b>,"9 x 10-28",,'-,'-,'-,'-,"LINC02757, EMSY","Crohn's disease","Crohn's disease",'-,GCST004132,11:76588605
rs56167332-<b>?</b>,"1 x 10-27",,'-,'-,'-,'-,"LINC01845, IL12B","Crohn's disease","Crohn's disease",'-,GCST004132,5:159400761
rs2823286-<b>?</b>,"6 x 10-26",,'-,'-,'-,'-,CYCSP42,"Crohn's disease","Crohn's disease",'-,GCST004132,21:15445619
rs4409764-<b>?</b>,"2 x 10-24",,'-,'-,'-,'-,"GOT1, LINC01475","Crohn's disease","Crohn's disease",'-,GCST004132,10:99524480
rs3197999-<b>?</b>,"3 x 10-23",,'-,'-,'-,'-,MST1,"Crohn's disease","Crohn's disease",'-,GCST004132,3:49684099
rs7517810-<b>?</b>,"2 x 10-21",,'-,'-,'-,'-,AIMP1P2,"Crohn's disease","Crohn's disease",'-,GCST004132,1:172884320
rs2413583-<b>?</b>,"8 x 10-21",,'-,'-,'-,'-,"RPL3, PDGFB","Crohn's disease","Crohn's disease",'-,GCST004132,22:39263768
rs2024092-<b>?</b>,"1 x 10-20",,'-,'-,'-,'-,SBNO2,"Crohn's disease","Crohn's disease",'-,GCST004132,19:1124032
rs80262450-<b>?</b>,"1 x 10-20",,'-,'-,'-,'-,PTPN2,"Crohn's disease","Crohn's disease",'-,GCST004132,18:12818923
rs1819333-<b>?</b>,"2 x 10-20",,'-,'-,'-,'-,"RNASET2, MIR3939","Crohn's disease","Crohn's disease",'-,GCST004132,6:166960059
rs148319899-<b>?</b>,"6 x 10-20",,'-,'-,'-,'-,LRRK2,"Crohn's disease","Crohn's disease",'-,GCST004132,12:40346421
rs11741861-<b>?</b>,"2 x 10-19",,'-,'-,'-,'-,"ZNF300, IRGM","Crohn's disease","Crohn's disease",'-,GCST004132,5:150898347
rs17293632-<b>?</b>,"2 x 10-19",,'-,'-,'-,'-,SMAD3,"Crohn's disease","Crohn's disease",'-,GCST004132,15:67150258
rs259964-<b>?</b>,"4 x 10-7",,'-,'-,'-,'-,ZNF831,"Crohn's disease","Crohn's disease",'-,GCST004132,20:59249254
rs2930047-<b>?</b>,"4 x 10-7",,'-,'-,'-,'-,DAP,"Crohn's disease","Crohn's disease",'-,GCST004132,5:10695414
rs503734-<b>?</b>,"4 x 10-7",,'-,'-,'-,'-,IMPG2,"Crohn's disease","Crohn's disease",'-,GCST004132,3:101304904
rs11681525-<b>?</b>,"5 x 10-7",,'-,'-,'-,'-,TEX41,"Crohn's disease","Crohn's disease",'-,GCST004132,2:144734815
rs243505-<b>?</b>,"6 x 10-7",,'-,'-,'-,'-,CUL1,"Crohn's disease","Crohn's disease",'-,GCST004132,7:148738247
rs1819658-<b>?</b>,"6 x 10-7",,'-,'-,'-,'-,IPMK,"Crohn's disease","Crohn's disease",'-,GCST004132,10:58153390
rs4845604-<b>?</b>,"6 x 10-7",,'-,'-,'-,'-,RORC,"Crohn's disease","Crohn's disease",'-,GCST004132,1:151829204
rs4656958-<b>?</b>,"6 x 10-7",,'-,'-,'-,'-,"ITLN2, ITLN1","Crohn's disease","Crohn's disease",'-,GCST004132,1:160887174
rs653178-<b>?</b>,"7 x 10-7",,'-,'-,'-,'-,ATXN2,"Crohn's disease","Crohn's disease",'-,GCST004132,12:111569952
rs59043219-<b>?</b>,"7 x 10-7",,'-,'-,'-,'-,IRF6,"Crohn's disease","Crohn's disease",'-,GCST004132,1:209797265
rs5763767-<b>?</b>,"8 x 10-7",,'-,'-,'-,'-,HORMAD2,"Crohn's disease","Crohn's disease",'-,GCST004132,22:30097893
rs144344067-<b>?</b>,"8 x 10-7",,'-,'-,'-,'-,FAM171B,"Crohn's disease","Crohn's disease",'-,GCST004132,2:186711652
rs4246215-<b>?</b>,"9 x 10-7",,'-,'-,'-,'-,"FEN1, FADS2","Crohn's disease","Crohn's disease",'-,GCST004132,11:61796827
rs1479918-<b>?</b>,"9 x 10-7",,'-,'-,'-,'-,"IL2, ADAD1","Crohn's disease","Crohn's disease",'-,GCST004132,4:122430276
rs1292053-<b>?</b>,"1 x 10-6",,'-,'-,'-,'-,TUBD1,"Crohn's disease","Crohn's disease",'-,GCST004132,17:59886176
rs16967103-<b>?</b>,"1 x 10-6",,'-,'-,'-,'-,"RASGRP1, LINC02694","Crohn's disease","Crohn's disease",'-,GCST004132,15:38606989
rs3766606-<b>?</b>,"3 x 10-6",,'-,'-,'-,'-,PARK7,"Crohn's disease","Crohn's disease",'-,GCST004132,1:7962137
rs7240004-<b>?</b>,"3 x 10-6",,'-,'-,'-,'-,"CTIF, SMAD7","Crohn's disease","Crohn's disease",'-,GCST004132,18:48868651
rs111456533-<b>?</b>,"3 x 10-6",,'-,'-,'-,'-,EEF1AKMT2,"Crohn's disease","Crohn's disease",'-,GCST004132,10:124750812
rs1748195-<b>?</b>,"4 x 10-6",,'-,'-,'-,'-,DOCK7,"Crohn's disease","Crohn's disease",'-,GCST004132,1:62583922
rs3853824-<b>?</b>,"4 x 10-6",,'-,'-,'-,'-,C17orf67,"Crohn's disease","Crohn's disease",'-,GCST004132,17:56803632
rs2636006-<b>?</b>,"4 x 10-6",,'-,'-,'-,'-,MAGI3,"Crohn's disease","Crohn's disease",'-,GCST004132,1:113623135
rs559928-<b>?</b>,"5 x 10-6",,'-,'-,'-,'-,"LINC02723, RPS6KA4","Crohn's disease","Crohn's disease",'-,GCST004132,11:64382898
rs10065637-<b>?</b>,"5 x 10-6",,'-,'-,'-,'-,ANKRD55,"Crohn's disease","Crohn's disease",'-,GCST004132,5:56143024
rs76527535-<b>?</b>,"5 x 10-6",,'-,'-,'-,'-,BOK-AS1,"Crohn's disease","Crohn's disease",'-,GCST004132,2:241545286
rs34687326-<b>G</b>,"1 x 10-6",,0.9,1.18,'-,[1.12–1.24],SLAMF8,"Crohn's disease","Crohn's disease",'-,GCST004132,1:159830120
rs2581828-<b>C</b>,"6 x 10-9",,0.597,1.1,'-,[1.07–1.13],RFT1,"Crohn's disease","Crohn's disease",'-,GCST004132,3:53099133
rs2581828-<b>?</b>,"7 x 10-9",,'-,'-,'-,'-,RFT1,"Crohn's disease","Crohn's disease",'-,GCST004132,3:53099133
rs80244186-<b>C</b>,"4 x 10-8",,0.111,1.13,'-,[1.09–1.18],LINC02341,"Crohn's disease","Crohn's disease",'-,GCST004132,13:42343725
rs9358372-<b>?</b>,"1 x 10-8",,'-,'-,'-,'-,CDKAL1,"Crohn's disease","Crohn's disease",'-,GCST004132,6:20812357
rs10492862-<b>A</b>,"1 x 10-9",,0.308,1.11,'-,[1.08–1.15],CDH13,"Crohn's disease","Crohn's disease",'-,GCST004132,16:82833851
rs71559680-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,LINC00581,"Crohn's disease","Crohn's disease",'-,GCST004132,6:21430497
rs12942547-<b>?</b>,"2 x 10-11",,'-,'-,'-,'-,STAT3,"Crohn's disease","Crohn's disease",'-,GCST004132,17:42375526
rs13126505-<b>?</b>,"4 x 10-8",,'-,'-,'-,'-,BANK1,"Crohn's disease","Crohn's disease",'-,GCST004132,4:101944147
rs10495903-<b>?</b>,"4 x 10-11",,'-,'-,'-,'-,THADA,"Crohn's disease","Crohn's disease",'-,GCST004132,2:43579779
rs6586030-<b>?</b>,"7 x 10-8",,'-,'-,'-,'-,TSPAN14,"Crohn's disease","Crohn's disease",'-,GCST004132,10:80494291
rs11195128-<b>?</b>,"5 x 10-11",,'-,'-,'-,'-,DUSP5-DT,"Crohn's disease","Crohn's disease",'-,GCST004132,10:110426390
rs13407913-<b>?</b>,"9 x 10-8",,'-,'-,'-,'-,ADCY3,"Crohn's disease","Crohn's disease",'-,GCST004132,2:24874775
rs1260326-<b>?</b>,"6 x 10-11",,'-,'-,'-,'-,GCKR,"Crohn's disease","Crohn's disease",'-,GCST004132,2:27508073
rs1569328-<b>?</b>,"1 x 10-7",,'-,'-,'-,'-,"U2, FOS","Crohn's disease","Crohn's disease",'-,GCST004132,14:75275048
rs212388-<b>?</b>,"1 x 10-10",,'-,'-,'-,'-,TAGAP-AS1,"Crohn's disease","Crohn's disease",'-,GCST004132,6:159069404
rs395157-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,OSMR,"Crohn's disease","Crohn's disease",'-,GCST004132,5:38867630
rs7554511-<b>?</b>,"1 x 10-10",,'-,'-,'-,'-,INAVA,"Crohn's disease","Crohn's disease",'-,GCST004132,1:200908434
rs3180018-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,SCAMP3,"Crohn's disease","Crohn's disease",'-,GCST004132,1:155260340
rs1042058-<b>?</b>,"5 x 10-10",,'-,'-,'-,'-,MAP3K8,"Crohn's disease","Crohn's disease",'-,GCST004132,10:30439172
rs56116661-<b>?</b>,"6 x 10-10",,'-,'-,'-,'-,LPP,"Crohn's disease","Crohn's disease",'-,GCST004132,3:188683372
rs925255-<b>?</b>,"1 x 10-9",,'-,'-,'-,'-,FLJ31356,"Crohn's disease","Crohn's disease",'-,GCST004132,2:28391927
rs17694108-<b>?</b>,"1 x 10-9",,'-,'-,'-,'-,"SLC7A10, CEBPA","Crohn's disease","Crohn's disease",'-,GCST004132,19:33240645
rs2227564-<b>?</b>,"2 x 10-9",,'-,'-,'-,'-,"PLAU, C10orf55","Crohn's disease","Crohn's disease",'-,GCST004132,10:73913343
rs2062305-<b>?</b>,"4 x 10-7",,'-,'-,'-,'-,LINC02341,"Crohn's disease","Crohn's disease",'-,GCST004132,13:42478744
rs2836878-<b>?</b>,"4 x 10-7",,'-,'-,'-,'-,RPL23AP12,"Crohn's disease","Crohn's disease",'-,GCST004132,21:39093608
rs7954567-<b>?</b>,"5 x 10-9",,'-,'-,'-,'-,LTBR,"Crohn's disease","Crohn's disease",'-,GCST004132,12:6381959
rs1847472-<b>?</b>,"6 x 10-9",,'-,'-,'-,'-,BACH2,"Crohn's disease","Crohn's disease",'-,GCST004132,6:90263440
rs56116661-<b>C</b>,"6 x 10-10",,0.795,1.14,'-,[1.10–1.18],LPP,"Crohn's disease","Crohn's disease",'-,GCST004132,3:188683372
rs34687326-<b>?</b>,"1 x 10-8",,'-,'-,'-,'-,SLAMF8,"Crohn's disease","Crohn's disease",'-,GCST004132,1:159830120
rs4821544-<b>C</b>,"2 x 10-8",,0.321,1.1,'-,[1.07–1.13],"NCF4-AS1, NCF4","Crohn's disease","Crohn's disease",'-,GCST004132,22:36862461
rs61839660-<b>?</b>,"2 x 10-8",,'-,'-,'-,'-,IL2RA,"Crohn's disease","Crohn's disease",'-,GCST004132,10:6052734
rs1456896-<b>?</b>,"9 x 10-12",,'-,'-,'-,'-,"IKZF1, SPATA48","Crohn's disease","Crohn's disease",'-,GCST004132,7:50264865
rs10775412-<b>?</b>,"3 x 10-8",,'-,'-,'-,'-,KSR1,"Crohn's disease","Crohn's disease",'-,GCST004132,17:27542007
rs516246-<b>?</b>,"4 x 10-11",,'-,'-,'-,'-,FUT2,"Crohn's disease","Crohn's disease",'-,GCST004132,19:48702915
rs6738825-<b>?</b>,"7 x 10-8",,'-,'-,'-,'-,PLCL1,"Crohn's disease","Crohn's disease",'-,GCST004132,2:198032171
rs2488397-<b>?</b>,"5 x 10-11",,'-,'-,'-,'-,DENND1B,"Crohn's disease","Crohn's disease",'-,GCST004132,1:197732149
rs724016-<b>?</b>,"8 x 10-8",,'-,'-,'-,'-,ZBTB38,"Crohn's disease","Crohn's disease",'-,GCST004132,3:141386728
rs13001325-<b>?</b>,"6 x 10-11",,'-,'-,'-,'-,"IL1RL1, IL18R1","Crohn's disease","Crohn's disease",'-,GCST004132,2:102322576
rs529866-<b>?</b>,"1 x 10-7",,'-,'-,'-,'-,RMI2,"Crohn's disease","Crohn's disease",'-,GCST004132,16:11279463
rs6651252-<b>?</b>,"9 x 10-11",,'-,'-,'-,'-,LINC00824,"Crohn's disease","Crohn's disease",'-,GCST004132,8:128554935
rs17119-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,"RNU6-793P, PPIAP9","Crohn's disease","Crohn's disease",'-,GCST004132,6:14719265
rs6740847-<b>?</b>,"1 x 10-10",,'-,'-,'-,'-,"ITGA4, LINC01934","Crohn's disease","Crohn's disease",'-,GCST004132,2:181443625
rs1569723-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,"RPL13P2, CD40","Crohn's disease","Crohn's disease",'-,GCST004132,20:46113425
rs28449958-<b>?</b>,"3 x 10-10",,'-,'-,'-,'-,"IL27, NUPR1","Crohn's disease","Crohn's disease",'-,GCST004132,16:28517460
rs67289879-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,CCND3,"Crohn's disease","Crohn's disease",'-,GCST004132,6:42039665
rs4256018-<b>?</b>,"2 x 10-7",,'-,'-,'-,'-,FERMT1,"Crohn's disease","Crohn's disease",'-,GCST004132,20:6113242
rs11734570-<b>?</b>,"4 x 10-7",,'-,'-,'-,'-,"LINC02278, KLF3-AS1","Crohn's disease","Crohn's disease",'-,GCST004132,4:38586832
rs4802307-<b>?</b>,"4 x 10-7",,'-,'-,'-,'-,"HIF3A, PPP5C","Crohn's disease","Crohn's disease",'-,GCST004132,19:46346549
rs9491697-<b>?</b>,"2 x 10-9",,'-,'-,'-,'-,RSPO3,"Crohn's disease","Crohn's disease",'-,GCST004132,6:127134977
rs9525625-<b>A</b>,"1 x 10-9",(EA),0.4706,1.0763987,'-,[1.05-1.1],LINC02341,"Crohn's disease","Crohn's disease",'-,GCST003044,13:42443894
rs259964-<b>A</b>,"2 x 10-9",(EA),0.4586,1.07394,'-,[1.05-1.1],ZNF831,"Crohn's disease","Crohn's disease",'-,GCST003044,20:59249254
rs10185424-<b>A</b>,"3 x 10-9",(EA),0.4604,1.0748146,'-,[1.05-1.1],"IL1R1, IL1R2","Crohn's disease","Crohn's disease",'-,GCST003044,2:102046427
rs17694108-<b>A</b>,"3 x 10-9",(EA),0.2797,1.0828425,'-,[1.06-1.11],"SLC7A10, CEBPA","Crohn's disease","Crohn's disease",'-,GCST003044,19:33240645
rs2382817-<b>A</b>,"4 x 10-9",(EA),0.3988,1.0738211,'-,[1.05-1.1],"PNKD, TMBIM1","Crohn's disease","Crohn's disease",'-,GCST003044,2:218286495
rs670523-<b>A</b>,"6 x 10-9",(EA),0.329,1.0770509,'-,[1.05-1.1],RIT1,"Crohn's disease","Crohn's disease",'-,GCST003044,1:155908941
rs7758080-<b>G</b>,"7 x 10-9",(EA),0.2694,1.0790637,'-,[1.05-1.1],"TAB2, TAB2-AS1","Crohn's disease","Crohn's disease",'-,GCST003044,6:149255943
rs568617-<b>A</b>,"2 x 10-8",(EA),0.1883,1.0888312,'-,[1.06-1.12],FIBP,"Crohn's disease","Crohn's disease",'-,GCST003044,11:65885771
rs3851228-<b>A</b>,"3 x 10-8",(EA),0.06375,1.1365786,'-,[1.09-1.18],TRAF3IP2-AS1,"Crohn's disease","Crohn's disease",'-,GCST003044,6:111526988
rs314313-<b>G</b>,"3 x 10-8",(EA),0.3043,1.0734991,'-,[1.05-1.1],EPHB4,"Crohn's disease","Crohn's disease",'-,GCST003044,7:100825743
rs4976646-<b>G</b>,"3 x 10-8",(EA),0.3415,1.0721266,'-,[1.05-1.1],RGS14,"Crohn's disease","Crohn's disease",'-,GCST003044,5:177361569
rs9297145-<b>C</b>,"4 x 10-8",(EA),0.2581,1.0761806,'-,[1.05-1.1],"KPNA7, SMURF1","Crohn's disease","Crohn's disease",'-,GCST003044,7:99161494
rs1748195-<b>G</b>,"7 x 10-8",(EA),0.3299,1.0702562,'-,[1.05-1.09],DOCK7,"Crohn's disease","Crohn's disease",'-,GCST003044,1:62583922
rs653178-<b>G</b>,"7 x 10-8",(EA),0.4942,1.0667465,'-,[1.04-1.09],ATXN2,"Crohn's disease","Crohn's disease",'-,GCST003044,12:111569952
rs194749-<b>G</b>,"1 x 10-7",(EA),0.2289,1.0796018,'-,[1.05-1.11],"ZFP36L1, MAGOH3P","Crohn's disease","Crohn's disease",'-,GCST003044,14:68807188
rs17622378-<b>G</b>,"7 x 10-56",(EA),0.4186,1.2094882,'-,[1.19-1.23],"IRF1, IRF1-AS1","Crohn's disease","Crohn's disease",'-,GCST003044,5:132442760
rs4409764-<b>A</b>,"6 x 10-47",(EA),0.4821,1.1889576,'-,[1.17-1.21],"GOT1, LINC01475","Crohn's disease","Crohn's disease",'-,GCST003044,10:99524480
rs2155219-<b>A</b>,"6 x 10-46",(EA),0.4994,1.188493,'-,[1.16-1.21],"LINC02757, EMSY","Crohn's disease","Crohn's disease",'-,GCST003044,11:76588150
rs11741861-<b>G</b>,"6 x 10-44",(EA),0.07656,1.3292114,'-,[1.29-1.37],"ZNF300, IRGM","Crohn's disease","Crohn's disease",'-,GCST003044,5:150898347
rs10781499-<b>A</b>,"8 x 10-43",(EA),0.4263,1.181867,'-,[1.16-1.21],CARD9,"Crohn's disease","Crohn's disease",'-,GCST003044,9:136371953
rs75900472-<b>C</b>,"4 x 10-34",(EA),0.3496,1.1615441,'-,[1.14-1.19],"HNRNPA1P41, JAK2","Crohn's disease","Crohn's disease",'-,GCST003044,9:4981601
rs3197999-<b>A</b>,"2 x 10-33",(EA),0.2812,1.1677914,'-,[1.14-1.19],MST1,"Crohn's disease","Crohn's disease",'-,GCST003044,3:49684099
rs116392568-<b>G</b>,"7 x 10-32",(EA),0.3529,1.1627572,'-,[1.14-1.19],"HLA-B, LINC02571","Crohn's disease","Crohn's disease",'-,GCST003044,6:31306603
rs11743851-<b>G</b>,"1 x 10-31",(EA),0.3698,1.1548939,'-,[1.13-1.18],CDC42SE2,"Crohn's disease","Crohn's disease",'-,GCST003044,5:131277907
rs224090-<b>A</b>,"4 x 10-26",(EA),0.4075,1.1376477,'-,[1.11-1.16],"ADO, ALDH7A1P4","Crohn's disease","Crohn's disease",'-,GCST003044,10:62781559
rs4692386-<b>G</b>,"3 x 10-7",(EA),0.59,1.0656859,'-,[1.04-1.09],"LINC02357, RBPJ","Crohn's disease","Crohn's disease",'-,GCST003044,4:26130739
rs17057051-<b>A</b>,"2 x 10-6",(EA),0.69,1.0649383,'-,[1.04-1.09],PTK2B,"Crohn's disease","Crohn's disease",'-,GCST003044,8:27370037
rs4243971-<b>C</b>,"3 x 10-6",(EA),0.56,1.0574708,'-,[1.03-1.08],"POFUT1, KIF3B","Crohn's disease","Crohn's disease",'-,GCST003044,20:32261714
rs12103-<b>A</b>,"6 x 10-7",(EA),0.1834,1.082054,'-,[1.05-1.11],INTS11,"Crohn's disease","Crohn's disease",'-,GCST003044,1:1312114
rs2073505-<b>A</b>,"9 x 10-7",(EA),0.07545,1.1113101,'-,[1.07-1.15],HGFAC,"Crohn's disease","Crohn's disease",'-,GCST003044,4:3442776
rs4664304-<b>A</b>,"1 x 10-6",(EA),0.4379,1.0610188,'-,[1.04-1.08],PLA2R1,"Crohn's disease","Crohn's disease",'-,GCST003044,2:159937497
rs7134472-<b>A</b>,"2 x 10-6",(EA),0.3855,1.0596101,'-,[1.04-1.08],IFNG-AS1,"Crohn's disease","Crohn's disease",'-,GCST003044,12:68106206
rs724016-<b>G</b>,"3 x 10-6",(EA),0.4413,1.0572861,'-,[1.03-1.08],ZBTB38,"Crohn's disease","Crohn's disease",'-,GCST003044,3:141386728
rs3749171-<b>A</b>,"6 x 10-6",(EA),0.1806,1.075187,'-,[1.04-1.11],GPR35,"Crohn's disease","Crohn's disease",'-,GCST003044,2:240630275
rs4541435-<b>A</b>,"9 x 10-6",(EA),0.01341,1.2494621,'-,[1.15-1.35],C3orf84,"Crohn's disease","Crohn's disease",'-,GCST003044,3:49191068
rs26528-<b>G</b>,"1 x 10-22",(EA),0.4576,1.1273222,'-,[1.1-1.15],IL27,"Crohn's disease","Crohn's disease",'-,GCST003044,16:28506388
rs1893217-<b>G</b>,"6 x 10-25",(EA),0.1602,1.1773959,'-,[1.15-1.21],PTPN2,"Crohn's disease","Crohn's disease",'-,GCST003044,18:12809341
rs11010067-<b>G</b>,"1 x 10-26",(EA),0.3513,1.1415846,'-,[1.12-1.17],"CUL2, LINC02635","Crohn's disease","Crohn's disease",'-,GCST003044,10:35006503
rs56167332-<b>A</b>,"2 x 10-41",(EA),0.3375,1.1859788,'-,[1.16-1.21],"LINC01845, IL12B","Crohn's disease","Crohn's disease",'-,GCST003044,5:159400761
rs10486483-<b>A</b>,"2 x 10-11",(EA),0.2371,1.0987586,'-,[1.07-1.13],SKAP2,"Crohn's disease","Crohn's disease",'-,GCST003044,7:26852821
rs12720356-<b>C</b>,"3 x 10-11",(EA),0.08572,1.154103,'-,[1.11-1.2],TYK2,"Crohn's disease","Crohn's disease",'-,GCST003044,19:10359299
rs12718244-<b>A</b>,"5 x 10-11",(EA),0.4081,1.0833611,'-,[1.06-1.11],SPATA48,"Crohn's disease","Crohn's disease",'-,GCST003044,7:50136058
rs7555082-<b>A</b>,"1 x 10-10",(EA),0.1069,1.1317531,'-,[1.09-1.17],"PTPRC, ATP6V1G3","Crohn's disease","Crohn's disease",'-,GCST003044,1:198629533
rs727563-<b>G</b>,"2 x 10-10",(EA),0.2027,1.0965022,'-,[1.07-1.12],ACO2,"Crohn's disease","Crohn's disease",'-,GCST003044,22:41471373
rs11641184-<b>A</b>,"3 x 10-10",(EA),0.4762,1.0798526,'-,[1.06-1.1],LITAF,"Crohn's disease","Crohn's disease",'-,GCST003044,16:11610795
rs10865331-<b>A</b>,"4 x 10-10",(EA),0.377,1.0816035,'-,[1.06-1.11],RN7SL51P,"Crohn's disease","Crohn's disease",'-,GCST003044,2:62324337
