"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs55864010-<b>A</b>,"1 x 10-6",,0.092101646,1.1116452,'-,[1.065560809-1.159722642],"ETAA1, LINC02831","Lung cancer","lung carcinoma",'-,GCST004748,2:67474157
rs41266839-<b>C</b>,"4 x 10-9",,0.075741475,1.1371641,'-,[1.089526405-1.186884631],BTN3A1,"Lung cancer","lung carcinoma",'-,GCST004748,6:26409662
rs66488313-<b>T</b>,"2 x 10-8",,0.076530532,1.1313485,'-,[1.083712579-1.18107831],"ZNF322, ABT1","Lung cancer","lung carcinoma",'-,GCST004748,6:26631340
rs34244947-<b>C</b>,"9 x 10-9",,0.088018153,1.137643,'-,[1.088639372-1.188852408],ZNF322,"Lung cancer","lung carcinoma",'-,GCST004748,6:26740141
rs80264589-<b>A</b>,"1 x 10-8",,0.079160056,1.129989,'-,[1.083615797-1.178346716],LINC00240,"Lung cancer","lung carcinoma",'-,GCST004748,6:26959823
rs76486688-<b>A</b>,"7 x 10-6",,0.015709424,1.25974,'-,[1.139259643-1.392961438],CLSTN2,"Lung cancer","lung carcinoma",'-,GCST004748,3:140057957
rs77045810-<b>A</b>,"2 x 10-7",,0.883228742,1.1030006,'-,[1.06-1.14],"QRSL1P1, XCL2","Lung cancer","lung carcinoma",'-,GCST004748,1:168535779
rs13080835-<b>G</b>,"1 x 10-6",,0.5071124929999999,1.0584221,'-,[1.03-1.08],TP63,"Lung cancer","lung carcinoma",'-,GCST004748,3:189639410
rs71641308-<b>T</b>,"7 x 10-7",,0.067319773,1.1390132,'-,[1.081953742-1.199081778],ZZZ3,"Lung cancer","lung carcinoma",'-,GCST004748,1:77621033
rs11941078-<b>C</b>,"2 x 10-6",,0.145914083,1.1084317,'-,[1.061939155-1.15695976],"PANCR, ENPEP","Lung cancer","lung carcinoma",'-,GCST004748,4:110592565
rs1479090-<b>A</b>,"9 x 10-6",,0.809319276,1.0680943,'-,[1.04-1.1],NAF1,"Lung cancer","lung carcinoma",'-,GCST004748,4:163180372
rs185666783-<b>C</b>,"9 x 10-8",,0.7078826389999999,1.0813257,'-,[1.05-1.11],RNU6-699P,"Lung cancer","lung carcinoma",'-,GCST004748,4:66968056
rs7683574-<b>T</b>,"4 x 10-6",,0.354685391,1.060866,'-,[1.034541574-1.087860288],"OR7E35P, Metazoa_SRP","Lung cancer","lung carcinoma",'-,GCST004748,4:9717524
rs78154696-<b>A</b>,"8 x 10-7",,0.026574964,1.2176539,'-,[1.126256955-1.316467615],"TRIP13, NKD2","Lung cancer","lung carcinoma",'-,GCST004748,5:1000041
rs1991625-<b>A</b>,"4 x 10-6",,0.6778767889999999,1.0594825,'-,[1.03-1.09],UBQLN4P2,"Lung cancer","lung carcinoma",'-,GCST004748,2:152974968
rs380286-<b>G</b>,"2 x 10-32",,0.577369055,1.1517557,'-,[1.13-1.18],CLPTM1L,"Lung cancer","lung carcinoma",'-,GCST004748,5:1320132
rs72899227-<b>A</b>,"6 x 10-6",,0.844833286,1.0766385,'-,[1.04-1.11],"JPT1P1, CDCA7","Lung cancer","lung carcinoma",'-,GCST004748,2:173373971
rs10479542-<b>A</b>,"4 x 10-6",,0.391926772,1.0570045,'-,[1.032493546-1.082097319],RUFY1,"Lung cancer","lung carcinoma",'-,GCST004748,5:179554240
rs55902839-<b>A</b>,"7 x 10-6",,0.473484973,1.0581545,'-,[1.032311012-1.08464492],TMEM237,"Lung cancer","lung carcinoma",'-,GCST004748,2:201641266
rs72949976-<b>T</b>,"5 x 10-6",,0.381965863,1.057067,'-,[1.03226987-1.08245977],LINC01953,"Lung cancer","lung carcinoma",'-,GCST004748,2:213169380
rs111308888-<b>T</b>,"7 x 10-6",,0.962901038,1.1643438,'-,[1.09-1.24],COPS8,"Lung cancer","lung carcinoma",'-,GCST004748,2:237162514
rs11902506-<b>A</b>,"4 x 10-6",,0.315041553,1.0599538,'-,[1.034031535-1.086526017],NCOA1,"Lung cancer","lung carcinoma",'-,GCST004748,2:24535852
rs2289393-<b>C</b>,"2 x 10-6",,0.267427487,1.064274,'-,[1.03704043-1.092222675],NCOA1,"Lung cancer","lung carcinoma",'-,GCST004748,2:24705710
rs79368540-<b>T</b>,"6 x 10-7",,0.149195195,1.0928439,'-,[1.055370239-1.131648127],"SIX3, KRTCAP2P1","Lung cancer","lung carcinoma",'-,GCST004748,2:44962598
rs1039766-<b>T</b>,"2 x 10-6",,0.154085285,1.0803672,'-,[1.046437714-1.115396944],"SPRED2, ACTR2","Lung cancer","lung carcinoma",'-,GCST004748,2:65293011
rs11692700-<b>C</b>,"6 x 10-7",,0.030912376,1.1985873,'-,[1.116071723-1.287203553],"LINC01828, LINC01829","Lung cancer","lung carcinoma",'-,GCST004748,2:67283245
rs3999544-<b>C</b>,"1 x 10-10",,0.438659584,1.0787952,'-,[1.054114572-1.104053769],"H4C8, H3C9P","Lung cancer","lung carcinoma",'-,GCST004748,6:26285639
rs151124926-<b>T</b>,"1 x 10-7",,0.020451675,1.3037766,'-,[1.182231664-1.437817574],LINC01812,"Lung cancer","lung carcinoma",'-,GCST004748,2:67740157
rs114624737-<b>A</b>,"8 x 10-6",,0.989806848,1.5175089,'-,[1.26-1.82],"COL6A5, COL6A6","Lung cancer","lung carcinoma",'-,GCST004748,3:130514497
rs116551911-<b>T</b>,"7 x 10-19",,0.111976126,1.1789801,'-,[1.136911161-1.222605698],DDR1,"Lung cancer","lung carcinoma",'-,GCST004748,6:30896502
rs115666025-<b>A</b>,"3 x 10-17",,0.10887002,1.1694008,'-,[1.127620107-1.212729654],"MUC22, MUC21","Lung cancer","lung carcinoma",'-,GCST004748,6:31009903
rs3094222-<b>G</b>,"9 x 10-17",,0.108346341,1.1642892,'-,[1.123294727-1.206779842],"PSORS1C1, C6orf15","Lung cancer","lung carcinoma",'-,GCST004748,6:31113657
rs116718137-<b>C</b>,"8 x 10-17",,0.108904233,1.1665717,'-,[1.125077092-1.209596695],"HCG27, HLA-C","Lung cancer","lung carcinoma",'-,GCST004748,6:31228777
rs116822326-<b>G</b>,"5 x 10-19",,0.161169761,1.150182,'-,[1.115304881-1.18614991],HCP5,"Lung cancer","lung carcinoma",'-,GCST004748,6:31466334
rs139789464-<b>G</b>,"9 x 10-19",,0.099056972,1.1843246,'-,[1.140746367-1.229567745],APOM,"Lung cancer","lung carcinoma",'-,GCST004748,6:31657087
rs3131378-<b>G</b>,"3 x 10-18",,0.098896646,1.1810031,'-,[1.137601617-1.226060343],"MSH5, MSH5-SAPCD1","Lung cancer","lung carcinoma",'-,GCST004748,6:31757508
rs8034191-<b>G</b>,"1 x 10-8",,NR,1.38,'-,[1.17-1.64],HYKK,"Lung cancer","lung carcinoma",'-,GCST000233,15:78513681
"rs16832404-<b>G</b> x rs2562796-<b>T</b>","1 x 10-13",,'-,1.33,'-,[1.23-1.43],"No mapped genes x HIBCH","Lung cancer (SNP x SNP interaction)","lung carcinoma",'-,GCST006866,2:190248283
rs75932146-<b>?</b>,"2 x 10-11",,NR,2.4191742,'-,[1.8704174425535-3.12892890932355],POT1,"Lung cancer","lung carcinoma",'-,GCST90013703,7:124846971
rs75932146-<b>G</b>,"2 x 10-8",,0.028748516,2.2854435,'-,[1.710882561-3.052957942],POT1,"Lung cancer","lung carcinoma",'-,GCST90013777,7:124846971
rs146832026-<b>T</b>,"6 x 10-7",,0.013938,1.6792612,'-,NR,CDH18,"Lung cancer","lung carcinoma",'-,GCST90011812,5:20374984
rs118143944-<b>T</b>,"7 x 10-8",,0.020292,1.6697278,'-,NR,CCDC40,"Lung cancer","lung carcinoma",'-,GCST90011812,17:80089836
rs146099759-<b>A</b>,"3 x 10-8",,0.023916,1.5586035,'-,NR,"LINC01194, LINC02220","Lung cancer","lung carcinoma",'-,GCST90011812,5:12883480
rs190390792-<b>G</b>,"5 x 10-7",,0.037659,1.4074596,'-,NR,WDR92,"Lung cancer","lung carcinoma",'-,GCST90011812,2:68138181
rs10863899-<b>A</b>,"2 x 10-8",,0.582904,1.1803,'-,NR,"RD3, SLC30A1","Lung cancer","lung carcinoma",'-,GCST90011812,1:211492876
rs8042849-<b>C</b>,"8 x 10-10",,NR,1.2004,'-,NR,HYKK,"Lung cancer","lung carcinoma",'-,GCST90011812,15:78525587
rs36019446-<b>A</b>,"1 x 10-7",,NR,1.2015,'-,NR,CLPTM1L,"Lung cancer","lung carcinoma",'-,GCST90011812,5:1339775
rs12543486-<b>T</b>,"4 x 10-8",,0.83337,1.2627,'-,NR,DLC1,"Lung cancer","lung carcinoma",'-,GCST90011812,8:13154867
rs380286-<b>A</b>,"4 x 10-16",,0.5831,1.2987013,'-,[1.22-1.38],CLPTM1L,"Lung cancer in never smokers","lung carcinoma","smoking status measurement",GCST008376,5:1320132
rs4488809-<b>?</b>,"9 x 10-7",,NR,1.2195122,'-,NR,TP63,"Lung cancer in never smokers","lung carcinoma","smoking status measurement",GCST008376,3:189638472
rs148421193-<b>?</b>,"5 x 10-6",,NR,2.91071,'-,[2.45-3.37],"CHURC1, GPX2, CHURC1-FNTB","Lung cancer","lung carcinoma",'-,GCST90027056,14:64939561
rs12914385-<b>?</b>,"6 x 10-9",,NR,1.18515,'-,[1.13-1.24],CHRNA3,"Lung cancer","lung carcinoma",'-,GCST90027056,15:78606381
rs57506338-<b>?</b>,"2 x 10-7",,NR,17.1578,'-,[16.08-18.23],"LINC00922, RNA5SP428","Lung cancer","lung carcinoma",'-,GCST90027056,16:66193631
rs141851670-<b>?</b>,"4 x 10-6",,NR,2.22924,'-,[1.89-2.57],LAMA1,"Lung cancer","lung carcinoma",'-,GCST90027056,18:7016580
rs117975938-<b>?</b>,"3 x 10-6",,NR,1.46854,'-,[1.31-1.63],"THEMIS3P, RN7SL50P","Lung cancer","lung carcinoma",'-,GCST90027056,18:8481340
rs3745467-<b>?</b>,"2 x 10-7",,NR,51.2949,'-,[49.81-52.78],PODNL1,"Lung cancer","lung carcinoma",'-,GCST90027056,19:13937901
chr19:54599348-<b>?</b>,"5 x 10-8",,NR,47.8384,'-,[46.45-49.23],'-,"Lung cancer","lung carcinoma",'-,GCST90027056,"Mapping not available"
rs180755106-<b>?</b>,"3 x 10-6",,NR,101.639,'-,[99.7-103.58],"LIF-AS1, HORMAD2","Lung cancer","lung carcinoma",'-,GCST90027056,22:30187562
rs144237495-<b>?</b>,"4 x 10-6",,NR,1.3162,'-,[1.2-1.43],"ANAPC15P1, NOLC1P1","Lung cancer","lung carcinoma",'-,GCST90027056,X:8873118
rs4254535-<b>?</b>,"5 x 10-6",,NR,1.12,'-,[NR],"GKN1, GKN2","Lung cancer","lung carcinoma",'-,GCST000459,2:68971256
rs4975616-<b>?</b>,"3 x 10-9",,NR,1.15,'-,[1.10-1.20],"MIR4457, CLPTM1L","Lung cancer","lung carcinoma",'-,GCST000459,5:1315545
rs8034191-<b>?</b>,"3 x 10-26",,NR,1.29,'-,[1.23-1.35],HYKK,"Lung cancer","lung carcinoma",'-,GCST000459,15:78513681
rs748404-<b>?</b>,"1 x 10-6",,NR,1.15,'-,[1.09-1.20],"TGM5, ATP5PDP1","Lung cancer","lung carcinoma",'-,GCST000459,15:43267033
rs3117582-<b>?</b>,"4 x 10-10",,NR,1.24,'-,[1.16-1.33],APOM,"Lung cancer","lung carcinoma",'-,GCST000459,6:31652743
rs1926203-<b>?</b>,"1 x 10-6",,NR,1.12,'-,[NR],"STAMBPL1, ACTA2","Lung cancer","lung carcinoma",'-,GCST000459,10:88967577
rs1530057-<b>?</b>,"3 x 10-6",,NR,1.26,'-,[NR],"RBMS3, RBMS3-AS2","Lung cancer","lung carcinoma",'-,GCST000459,3:29533972
rs4398410-<b>T</b>,"5 x 10-10",,0.325924437,'-,"0.14453214 unit decrease",[0.099-0.19],"TP63, TPRG1","Lung cancer","lung carcinoma",'-,GCST90018655,3:189626222
rs2853677-<b>A</b>,"8 x 10-25",,0.694522805,'-,"0.24699317 unit decrease",[0.2-0.29],TERT,"Lung cancer","lung carcinoma",'-,GCST90018655,5:1287079
rs4946256-<b>C</b>,"1 x 10-11",,0.480729597,'-,"0.14846595 unit decrease",[0.11-0.19],DCBLD1,"Lung cancer","lung carcinoma",'-,GCST90018655,6:117460113
rs78860372-<b>T</b>,"5 x 10-9",,0.236112602,'-,"0.14972878 unit increase",[0.099-0.2],"MICC, UBQLN1P1","Lung cancer","lung carcinoma",'-,GCST90018655,6:30412589
rs1794484-<b>C</b>,"5 x 10-10",,0.340651021,'-,"0.1469222 unit increase",[0.1-0.19],"HLA-DQB1, MTCO3P1","Lung cancer","lung carcinoma",'-,GCST90018655,6:32674706
rs7088860-<b>G</b>,"5 x 10-9",,0.239220074,'-,"0.14957294 unit increase",[0.099-0.2],VTI1A,"Lung cancer","lung carcinoma",'-,GCST90018655,10:112727108
rs11878604-<b>C</b>,"6 x 10-11",,0.394558582,'-,"0.14735392 unit decrease",[0.1-0.19],"CYP2A6, CYP2F2P","Lung cancer","lung carcinoma",'-,GCST90018655,19:40827379
rs9786961-<b>?</b>,"1 x 10-6",,NR,1.15771,'-,[1.1-1.22],TP73,"Lung cancer","lung carcinoma",'-,GCST90027056,1:3711102
chr3:50332607-<b>?</b>,"7 x 10-7",,NR,33.6609,'-,[32.28-35.05],'-,"Lung cancer","lung carcinoma",'-,GCST90027056,"Mapping not available"
rs115317731-<b>?</b>,"7 x 10-7",,NR,15.1586,'-,[14.08-16.23],EPHB1,"Lung cancer","lung carcinoma",'-,GCST90027056,3:134795505
rs139123280-<b>?</b>,"5 x 10-6",,NR,3.49424,'-,[2.96-4.03],"SDAD1-AS1, SDAD1","Lung cancer","lung carcinoma",'-,GCST90027056,4:75981419
rs31489-<b>?</b>,"3 x 10-8",,NR,0.847455,'-,[0.79-0.91],CLPTM1L,"Lung cancer","lung carcinoma",'-,GCST90027056,5:1342599
chr5:125912904-<b>?</b>,"2 x 10-6",,NR,32.0997,'-,[30.67-33.52],'-,"Lung cancer","lung carcinoma",'-,GCST90027056,"Mapping not available"
rs140460765-<b>?</b>,"4 x 10-6",,NR,4.50135,'-,[3.86-5.14],DPP6,"Lung cancer","lung carcinoma",'-,GCST90027056,7:154853824
rs7825346-<b>?</b>,"8 x 10-6",,NR,0.877195,'-,[0.82-0.93],GFRA2,"Lung cancer","lung carcinoma",'-,GCST90027056,8:21760751
rs6981994-<b>?</b>,"4 x 10-6",,NR,1.54664,'-,[1.36-1.73],ZFAT,"Lung cancer","lung carcinoma",'-,GCST90027056,8:134660962
chr10:46254845-<b>?</b>,"5 x 10-6",,NR,20.1343,'-,[18.85-21.42],'-,"Lung cancer","lung carcinoma",'-,GCST90027056,"Mapping not available"
rs17695549-<b>?</b>,"9 x 10-6",,NR,1.36331,'-,[1.23-1.5],"RNA5SP318, PCDH15","Lung cancer","lung carcinoma",'-,GCST90027056,10:53575520
rs1924105-<b>?</b>,"4 x 10-6",,NR,1.24813,'-,[1.15-1.34],CLYBL,"Lung cancer","lung carcinoma",'-,GCST90027056,13:99894535
rs1977357-<b>A</b>,"5 x 10-9",,0.698971916,'-,"0.14552294 unit decrease",[0.097-0.194],FOXP4-AS1,"Lung cancer","lung carcinoma",'-,GCST90018655,6:41522314
rs35139818-<b>G</b>,"1 x 10-10",,NR,'-,"0.1235 unit increase",[0.086-0.161],"TP63, TPRG1","Lung cancer","lung carcinoma",'-,GCST90018875,3:189629170
rs2853677-<b>A</b>,"3 x 10-21",,NR,'-,"0.1597 unit decrease",[0.13-0.19],TERT,"Lung cancer","lung carcinoma",'-,GCST90018875,5:1287079
rs6881773-<b>C</b>,"1 x 10-8",,NR,'-,"0.1235 unit decrease",[0.081-0.166],"MRPS30, HCN1","Lung cancer","lung carcinoma",'-,GCST90018875,5:45227398
chr6:117780603-<b>A</b>,"7 x 10-10",,NR,'-,"0.1386 unit decrease",[0.095-0.183],'-,"Lung cancer","lung carcinoma",'-,GCST90018875,"Mapping not available"
rs76241157-<b>T</b>,"1 x 10-8",,NR,'-,"0.1454 unit increase",[0.095-0.196],"TMPOP1, MICC","Lung cancer","lung carcinoma",'-,GCST90018875,6:30423814
rs201414107-<b>A</b>,"8 x 10-10",,NR,'-,"0.1374 unit increase",[0.093-0.181],"MTCO3P1, HLA-DQB1","Lung cancer","lung carcinoma",'-,GCST90018875,6:32680089
rs7088860-<b>G</b>,"5 x 10-9",,NR,'-,"0.1415 unit increase",[0.094-0.189],VTI1A,"Lung cancer","lung carcinoma",'-,GCST90018875,10:112727108
rs368493076-<b>AAT</b>,"5 x 10-9",,NR,'-,"0.1656 unit increase",[0.11-0.22],"RPL36AP40, LUZP2","Lung cancer","lung carcinoma",'-,GCST90018875,11:25215908
rs147560086-<b>T</b>,"7 x 10-9",,NR,'-,"0.121 unit decrease",[0.08-0.162],RAD52,"Lung cancer","lung carcinoma",'-,GCST90018875,12:945790
rs17486278-<b>C</b>,"3 x 10-17",,NR,'-,"0.1456 unit increase",[0.11-0.18],CHRNA5,"Lung cancer","lung carcinoma",'-,GCST90018875,15:78575140
rs11878604-<b>C</b>,"1 x 10-13",,NR,'-,"0.1475 unit decrease",[0.11-0.19],"CYP2A6, CYP2F2P","Lung cancer","lung carcinoma",'-,GCST90018875,19:40827379
rs9865715-<b>G</b>,"2 x 10-9",,NR,'-,"0.15 unit increase",[-0.2812-0.5812],"KRBOX1, ACKR2, CYP8B1","Lung cancer","lung carcinoma",'-,GCST90134661,3:42875555
rs12203592-<b>T</b>,"3 x 10-12",,NR,'-,"0.1 unit increase",[0.08-0.12],IRF4,"Lung cancer","lung carcinoma",'-,GCST90134661,6:396321
rs17534632-<b>T</b>,"2 x 10-7",,NR,'-,"0.01 unit increase",[-0.0684-0.0884],PPIL6,"Lung cancer","lung carcinoma",'-,GCST90134661,6:109418898
rs34102154-<b>A</b>,"1 x 10-9",,NR,'-,"0.05 unit decrease",[0.011-0.089],"HLA-DRB1, HLA-DQA1","Lung cancer","lung carcinoma",'-,GCST90134661,6:32604329
rs1885281-<b>A</b>,"2 x 10-19",,NR,'-,"0.08 unit increase",[0.0016-0.1584],VTI1A,"Lung cancer","lung carcinoma",'-,GCST90134661,10:112733139
rs11607355-<b>T</b>,"1 x 10-21",,NR,'-,"0.08 unit decrease",[0.06-0.1],JAML,"Lung cancer","lung carcinoma",'-,GCST90134661,11:118222832
rs2413932-<b>T</b>,"7 x 10-20",,NR,'-,"0.08 unit increase",[0.06-0.1],"SECISBP2L, COPS2","Lung cancer","lung carcinoma",'-,GCST90134661,15:49091284
rs34517439-<b>?</b>,"2 x 10-13",,NR,'-,"0.11 unit increase",[0.051-0.169],"GIPC2, DNAJB4","Lung cancer","lung carcinoma",'-,GCST90134661,1:77984833
rs36108040-<b>?</b>,"5 x 10-35",,NR,'-,"0.1 unit decrease",[0.041-0.159],"TP63, TPRG1","Lung cancer","lung carcinoma",'-,GCST90134661,3:189618055
rs2853677-<b>?</b>,"1 x 10-97",,NR,'-,"0.19 unit decrease",[0.13-0.25],TERT,"Lung cancer","lung carcinoma",'-,GCST90134661,5:1287079
rs9374662-<b>?</b>,"5 x 10-15",,NR,'-,"0.07 unit decrease",[0.031-0.109],DCBLD1,"Lung cancer","lung carcinoma",'-,GCST90134661,6:117456641
rs72477506-<b>?</b>,"6 x 10-11",,NR,'-,"0.12 unit decrease",[0.022-0.218],EPHX2,"Lung cancer","lung carcinoma",'-,GCST90134661,8:27536740
rs7850447-<b>?</b>,"7 x 10-15",,NR,'-,"0.09 unit increase",[0.051-0.129],"RN7SL151P, MTAP","Lung cancer","lung carcinoma",'-,GCST90134661,9:21763749
rs11571818-<b>?</b>,"2 x 10-13",,NR,'-,"0.32 unit increase",[0.18-0.46],BRCA2,"Lung cancer","lung carcinoma",'-,GCST90134661,13:32394673
rs55781567-<b>?</b>,"6 x 10-106",,NR,'-,"0.19 unit increase",[0.15-0.23],CHRNA5,"Lung cancer","lung carcinoma",'-,GCST90134661,15:78565644
rs56113850-<b>?</b>,"8 x 10-27",,NR,'-,"0.08 unit increase",[0.041-0.119],CYP2A6,"Lung cancer","lung carcinoma",'-,GCST90134661,19:40847202
rs1454694-<b>C</b>,"9 x 10-8",,0.21,2.12,'-,[1.61-2.79],LINC02500,"Non-small cell lung cancer (recurrence rate)","event free survival time, non-small cell lung carcinoma",'-,GCST002412,4:181276794
"rs10019279-<b>C</b>, rs17241910-<b>A</b>, rs1454694-<b>C</b>, rs5012808-<b>A</b>, rs28431436-<b>G</b>","4 x 10-6",,NR,2.09,'-,[1.53-2.87],"No mapped genes; No mapped genes; LINC02500 - N/A; No mapped genes; No mapped genes","Non-small cell lung cancer (recurrence rate)","event free survival time, non-small cell lung carcinoma",'-,GCST002412,4:181276794
rs10023113-<b>A</b>,"3 x 10-7",,NR,2.3,'-,[1.67-3.17],CAMK2D,"Non-small cell lung cancer (survival)","survival time, non-small cell lung carcinoma",'-,GCST002577,4:113625548
rs17305086-<b>?</b>,"6 x 10-6",,NR,2.14,'-,[1.54-2.98],TENM3-AS1,"Non-small cell lung cancer (survival)","survival time, non-small cell lung carcinoma",'-,GCST002577,4:182115761
rs11733008-<b>?</b>,"3 x 10-6",,NR,1.76,'-,[1.39-2.23],"Y_RNA, CHCHD2P7","Non-small cell lung cancer (survival)","survival time, non-small cell lung carcinoma",'-,GCST002577,4:87750786
rs34211819-<b>A</b>,"4 x 10-9",,0.35,0.73,'-,[0.66-0.81],TNS3,"Lung cancer prognosis in former smokers","non-small cell lung carcinoma, disease prognosis measurement","smoking status measurement",GCST90014045,7:47499913
rs1143149-<b>G</b>,"1 x 10-8",,0.34,1.36,'-,[1.22-1.51],SEPTIN7,"Lung cancer prognosis in former smokers","non-small cell lung carcinoma, disease prognosis measurement","smoking status measurement",GCST90014045,7:35888665
rs79297227-<b>C</b>,"1 x 10-7",,0.05,1.9,'-,[1.5-2.5],SLC16A7,"Non-small cell lung cancer x BMI trajectory interaction","longitudinal BMI measurement, non-small cell lung carcinoma",'-,GCST90132908,12:59663490
rs2336652-<b>A</b>,"4 x 10-7",,0.06,1.7,'-,[1.4-2.1],LINC01811,"Non-small cell lung cancer x BMI trajectory interaction","longitudinal BMI measurement, non-small cell lung carcinoma",'-,GCST90132908,3:34477849
rs16018-<b>G</b>,"4 x 10-7",,0.31,1.4,'-,[1.2-1.6],CACNA1A,"Non-small cell lung cancer x BMI trajectory interaction","longitudinal BMI measurement, non-small cell lung carcinoma",'-,GCST90132908,19:13300668
rs4726760-<b>T</b>,"9 x 10-7",,0.13,0.62,'-,[0.5-0.75],SLC37A3,"Non-small cell lung cancer x BMI trajectory interaction","longitudinal BMI measurement, non-small cell lung carcinoma",'-,GCST90132908,7:140299086
rs1505305-<b>T</b>,"4 x 10-6",,0.013,3.68,'-,[2.11-6.41],THRB,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,3:24297569
rs10261278-<b>A</b>,"4 x 10-6",,0.041,2.71,'-,[1.77-4.15],UBE3C,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,7:157254944
rs78003666-<b>A</b>,"5 x 10-6",,0.016,3.26,'-,[1.96-5.41],ELOVL5,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,6:53345474
rs77582856-<b>C</b>,"5 x 10-6",,0.013,3.66,'-,[2.10-6.40],RNU6-1252P,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,4:52471499
rs17539515-<b>C</b>,"5 x 10-6",,0.007,5.41,'-,[2.62-11.17],GABRB1,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,4:47274167
rs183148163-<b>T</b>,"5 x 10-6",,0.008,5.2,'-,[2.56-10.58],GALNTL6,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,4:172496615
rs141319665-<b>T</b>,"5 x 10-6",,0.023,3.34,'-,[1.99-5.62],HS2ST1,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,1:87066170
rs2419134-<b>C</b>,"5 x 10-6",,0.027,3.57,'-,[2.06-6.17],"ZBBX, LINC01327","Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,3:167400057
rs28625106-<b>A</b>,"5 x 10-6",,0.041,2.46,'-,[1.67-3.63],SVOPL,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,7:138667056
rs147081078-<b>A</b>,"6 x 10-6",,0.016,3.51,'-,[2.04-6.04],SNTG2,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,2:959403
rs148810922-<b>A</b>,"6 x 10-6",,0.003,9.48,'-,[3.58-25.12],CASC20,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,20:6416572
rs113464626-<b>A</b>,"6 x 10-6",,0.016,3.13,'-,[1.91-5.13],SLC1A6,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,19:14970524
rs78184724-<b>G</b>,"6 x 10-6",,0.013,4.68,'-,[2.40-9.13],"MYO1G, PURB","Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,7:44951906
rs138656841-<b>A</b>,"6 x 10-6",,0.013,4.31,'-,[2.29-8.12],'-,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,2:150907280
rs187107949-<b>G</b>,"6 x 10-6",,0.034,2.47,'-,[1.67-3.65],"TLX3, RN7SL339P","Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,5:171329358
rs115593965-<b>T</b>,"6 x 10-6",,0.005,7.3,'-,[3.08-17.31],"GPR150, RFESD","Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,5:95629264
rs73714723-<b>A</b>,"7 x 10-6",,0.004,9.94,'-,[3.65-27.08],PTK2,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,8:140678939
rs183745979-<b>C</b>,"8 x 10-6",,0.004,5.06,'-,[2.48-10.33],ETFBKMT,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,12:31665598
rs6714462-<b>T</b>,"8 x 10-6",,0.151,1.58,'-,[1.29-1.93],FAM124B,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,2:224398810
rs118075513-<b>G</b>,"8 x 10-6",,0.033,2.49,'-,[1.67-3.72],RPL12P36,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,16:58895443
rs193299119-<b>A</b>,"8 x 10-6",,0.009,5.6,'-,[2.62-11.96],SPI1,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,11:47356695
rs150037323-<b>C</b>,"9 x 10-6",,0.015,3.77,'-,[2.10-6.79],GHR,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,5:42438811
rs186390478-<b>C</b>,"9 x 10-6",,0.005,7.44,'-,[3.06-18.06],CICP28,"Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,7:56809122
rs72741016-<b>A</b>,"9 x 10-6",,0.024,2.42,'-,[1.64-3.58],"ZNF484, SNX18P2","Familial squamous cell lung carcinoma","squamous cell lung carcinoma, family history of lung cancer",'-,GCST006088,9:92886295
