"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs11902236-<b>T</b>,"5 x 10-7",,0.27,1.05,'-,[1.03-1.06],GRHL1,"Prostate cancer","prostate carcinoma",'-,GCST006085,2:9977740
rs9287719-<b>C</b>,"6 x 10-17",,0.47,1.07,'-,[1.05-1.09],NOL10,"Prostate cancer","prostate carcinoma",'-,GCST006085,2:10570604
rs9306895-<b>C</b>,"3 x 10-21",,0.36,1.08,'-,[1.06-1.10],GDF7,"Prostate cancer","prostate carcinoma",'-,GCST006085,2:20678393
rs1465618-<b>T</b>,"2 x 10-18",,0.21,1.09,'-,[1.07-1.11],THADA,"Prostate cancer","prostate carcinoma",'-,GCST006085,2:43326810
rs721048-<b>A</b>,"5 x 10-22",,0.18,1.1,'-,[1.08-1.12],EHBP1,"Prostate cancer","prostate carcinoma",'-,GCST006085,2:62904596
rs10187424-<b>T</b>,"1 x 10-20",,0.57,1.08,'-,[1.06-1.09],VAMP8,"Prostate cancer","prostate carcinoma",'-,GCST006085,2:85567174
rs12621278-<b>A</b>,"2 x 10-42",,0.94,1.27,'-,[1.23-1.32],ITGA6,"Prostate cancer","prostate carcinoma",'-,GCST006085,2:172446825
rs2292884-<b>G</b>,"4 x 10-11",,0.24,1.06,'-,[1.04-1.08],MLPH,"Prostate cancer","prostate carcinoma",'-,GCST006085,2:237534583
rs3771570-<b>T</b>,"1 x 10-14",,0.15,1.09,'-,[1.06-1.11],FARP2,"Prostate cancer","prostate carcinoma",'-,GCST006085,2:241443449
rs2242652-<b>G</b>,"4 x 10-52",,0.79,1.17,'-,[1.15-1.20],TERT,"Prostate cancer","prostate carcinoma",'-,GCST006085,5:1279913
rs4976790-<b>T</b>,"7 x 10-9",,0.11,1.08,'-,[1.05-1.10],COL23A1,"Prostate cancer","prostate carcinoma",'-,GCST006085,5:178541914
rs12665339-<b>G</b>,"6 x 10-9",,0.17,1.06,'-,[1.04-1.08],ATAT1,"Prostate cancer","prostate carcinoma",'-,GCST006085,6:30633455
rs9296068-<b>T</b>,"1 x 10-8",,0.65,1.05,'-,[1.03-1.07],"HLA-DOA, HLA-DPA1","Prostate cancer","prostate carcinoma",'-,GCST006085,6:33020918
rs9469899-<b>A</b>,"5 x 10-9",,0.36,1.05,'-,[1.03-1.07],UHRF1BP1,"Prostate cancer","prostate carcinoma",'-,GCST006085,6:34825347
rs4711748-<b>T</b>,"3 x 10-8",,0.23,1.05,'-,[1.03-1.07],"VEGFA, MRPS18A","Prostate cancer","prostate carcinoma",'-,GCST006085,6:43726861
rs527510716-<b>C</b>,"5 x 10-8",,0.24,1.06,'-,[1.04-1.08],MAD1L1,"Prostate cancer","prostate carcinoma",'-,GCST006085,7:1904901
rs11452686-<b>T</b>,"8 x 10-9",,0.56,1.05,'-,[1.03-1.07],ITGB8,"Prostate cancer","prostate carcinoma",'-,GCST006085,7:20374488
rs17621345-<b>A</b>,"7 x 10-14",,0.74,1.07,'-,[1.05-1.09],SUGCT,"Prostate cancer","prostate carcinoma",'-,GCST006085,7:40835593
rs1048169-<b>C</b>,"7 x 10-14",,0.38,1.06,'-,[1.05-1.08],HAUS6,"Prostate cancer","prostate carcinoma",'-,GCST006085,9:19055967
rs10122495-<b>T</b>,"1 x 10-8",,0.31,1.05,'-,[1.03-1.07],"RN7SKP114, UBAP2","Prostate cancer","prostate carcinoma",'-,GCST006085,9:34049781
rs1182-<b>A</b>,"1 x 10-9",,0.22,1.06,'-,[1.04-1.08],TOR1A,"Prostate cancer","prostate carcinoma",'-,GCST006085,9:129813781
rs141536087-<b>GCGCA</b>,"9 x 10-13",,0.15,1.08,'-,[1.06-1.11],LARP4B,"Prostate cancer","prostate carcinoma",'-,GCST006085,10:808752
rs1935581-<b>C</b>,"7 x 10-9",,0.63,1.05,'-,[1.03-1.07],RNLS,"Prostate cancer","prostate carcinoma",'-,GCST006085,10:88435392
rs7094871-<b>G</b>,"5 x 10-8",,0.54,1.04,'-,[1.03-1.06],TCF7L2,"Prostate cancer","prostate carcinoma",'-,GCST006085,10:112952395
rs1881502-<b>T</b>,"7 x 10-9",,0.19,1.06,'-,[1.04-1.08],MOB2,"Prostate cancer","prostate carcinoma",'-,GCST006085,11:1486282
rs61890184-<b>A</b>,"7 x 10-9",,0.12,1.07,'-,[1.05-1.10],'-,"Prostate cancer","prostate carcinoma",'-,GCST006085,"Mapping not available"
rs547171081-<b>CGG</b>,"3 x 10-8",,0.47,1.05,'-,[1.03-1.07],"MIR4487, SPI1","Prostate cancer","prostate carcinoma",'-,GCST006085,11:47400412
rs2277283-<b>C</b>,"3 x 10-10",,0.31,1.06,'-,[1.04-1.08],INCENP,"Prostate cancer","prostate carcinoma",'-,GCST006085,11:62140968
rs12785905-<b>C</b>,"8 x 10-9",,0.05,1.12,'-,[1.08-1.17],KDM2A,"Prostate cancer","prostate carcinoma",'-,GCST006085,11:67184494
rs11290954-<b>AC</b>,"7 x 10-13",,0.68,1.06,'-,[1.05-1.08],EMSY,"Prostate cancer","prostate carcinoma",'-,GCST006085,11:76549500
rs1800057-<b>G</b>,"8 x 10-9",,0.02,1.16,'-,[1.10-1.22],ATM,"Prostate cancer","prostate carcinoma",'-,GCST006085,11:108272729
rs138466039-<b>T</b>,"2 x 10-11",,0.01,1.32,'-,[1.22-1.44],PKNOX2,"Prostate cancer","prostate carcinoma",'-,GCST006085,11:125184897
rs878987-<b>G</b>,"5 x 10-8",,0.15,1.07,'-,[1.04-1.09],B3GAT1,"Prostate cancer","prostate carcinoma",'-,GCST006085,11:134396478
rs2066827-<b>T</b>,"2 x 10-9",,0.76,1.06,'-,[1.04-1.08],CDKN1B,"Prostate cancer","prostate carcinoma",'-,GCST006085,12:12718165
rs10845938-<b>G</b>,"1 x 10-12",,0.55,1.06,'-,[1.04-1.08],"RPL30P11, GNAI2P1","Prostate cancer","prostate carcinoma",'-,GCST006085,12:14263984
rs7968403-<b>T</b>,"3 x 10-12",,0.64,1.06,'-,[1.04-1.08],RASSF3,"Prostate cancer","prostate carcinoma",'-,GCST006085,12:64619044
rs5799921-<b>GA</b>,"7 x 10-12",,0.68,1.06,'-,[1.04-1.08],RNU6-148P,"Prostate cancer","prostate carcinoma",'-,GCST006085,12:89766754
rs7295014-<b>G</b>,"1 x 10-9",,0.35,1.05,'-,[1.04-1.07],FBRSL1,"Prostate cancer","prostate carcinoma",'-,GCST006085,12:132491403
rs1004030-<b>T</b>,"2 x 10-8",,0.58,1.05,'-,[1.03-1.06],"MMP14, MRPL52","Prostate cancer","prostate carcinoma",'-,GCST006085,14:22836440
rs11629412-<b>C</b>,"2 x 10-12",,0.58,1.06,'-,[1.04-1.08],PAX9,"Prostate cancer","prostate carcinoma",'-,GCST006085,14:36669089
rs4924487-<b>C</b>,"1 x 10-8",,0.81,1.06,'-,[1.04-1.09],KNL1,"Prostate cancer","prostate carcinoma",'-,GCST006085,15:40630717
rs33984059-<b>A</b>,"1 x 10-8",,0.98,1.19,'-,[1.12-1.27],RFX7,"Prostate cancer","prostate carcinoma",'-,GCST006085,15:56093670
rs112293876-<b>C</b>,"4 x 10-10",,0.29,1.06,'-,[1.04-1.08],MAP2K1,"Prostate cancer","prostate carcinoma",'-,GCST006085,15:66472304
rs11863709-<b>C</b>,"2 x 10-11",,0.96,1.16,'-,[1.11-1.21],ADGRG1,"Prostate cancer","prostate carcinoma",'-,GCST006085,16:57620664
rs201158093-<b>TAA</b>,"9 x 10-9",,0.44,1.05,'-,[1.03-1.07],"MPHOSPH6, MTCYBP28","Prostate cancer","prostate carcinoma",'-,GCST006085,16:82145289
rs28441558-<b>C</b>,"1 x 10-16",,0.05,1.16,'-,[1.12-1.20],CHD3,"Prostate cancer","prostate carcinoma",'-,GCST006085,17:7899800
rs142444269-<b>C</b>,"3 x 10-10",,0.78,1.07,'-,[1.05-1.09],"COPRS, GPR160P2","Prostate cancer","prostate carcinoma",'-,GCST006085,17:31771730
rs2680708-<b>G</b>,"2 x 10-8",,0.61,1.05,'-,[1.03-1.06],"TSPOAP1-AS1, RNF43","Prostate cancer","prostate carcinoma",'-,GCST006085,17:58378759
rs8093601-<b>C</b>,"2 x 10-8",,0.44,1.05,'-,[1.03-1.06],"MBD2, POLI","Prostate cancer","prostate carcinoma",'-,GCST006085,18:54246103
rs28607662-<b>C</b>,"3 x 10-8",,0.1,1.08,'-,[1.05-1.11],TCF4,"Prostate cancer","prostate carcinoma",'-,GCST006085,18:55563628
rs12956892-<b>T</b>,"8 x 10-9",,0.3,1.05,'-,[1.03-1.07],"OACYLP, SEC11C","Prostate cancer","prostate carcinoma",'-,GCST006085,18:59079083
rs533722308-<b>CT</b>,"1 x 10-8",,0.42,1.05,'-,[1.03-1.07],BCL2,"Prostate cancer","prostate carcinoma",'-,GCST006085,18:63293961
rs10460109-<b>T</b>,"4 x 10-8",,0.42,1.05,'-,[1.03-1.06],"TSHZ1, SMIM21","Prostate cancer","prostate carcinoma",'-,GCST006085,18:75324210
rs11666569-<b>C</b>,"8 x 10-9",,0.71,1.05,'-,[1.03-1.07],MYO9B,"Prostate cancer","prostate carcinoma",'-,GCST006085,19:17103263
rs118005503-<b>G</b>,"7 x 10-9",,0.91,1.09,'-,[1.06-1.13],"IRF2BP1, RNA5SP471","Prostate cancer","prostate carcinoma",'-,GCST006085,19:31676897
rs61088131-<b>T</b>,"9 x 10-9",,0.82,1.06,'-,[1.04-1.09],"POU2F2, DEDD2","Prostate cancer","prostate carcinoma",'-,GCST006085,19:42196795
rs11480453-<b>C</b>,"3 x 10-8",,0.6,1.05,'-,[1.03-1.06],"COMMD7, DNMT3B","Prostate cancer","prostate carcinoma",'-,GCST006085,20:32759707
rs6091758-<b>G</b>,"6 x 10-18",,0.47,1.07,'-,[1.06-1.09],SUMO1P1,"Prostate cancer","prostate carcinoma",'-,GCST006085,20:53838666
rs9625483-<b>A</b>,"2 x 10-8",,0.03,1.14,'-,[1.09-1.20],TTC28,"Prostate cancer","prostate carcinoma",'-,GCST006085,22:28492951
rs17321482-<b>C</b>,"2 x 10-13",,0.87,1.07,'-,[1.05-1.09],ARHGAP6,"Prostate cancer","prostate carcinoma",'-,GCST006085,X:11464514
rs76551843-<b>A</b>,"2 x 10-8",,0.99,1.31,'-,[1.19-1.44],DOCK2,"Prostate cancer","prostate carcinoma",'-,GCST006085,5:169745129
rs10993994-<b>T</b>,"1 x 10-10",,0.39,1.29,'-,[1.19-1.39],MSMB,"Prostate cancer","prostate carcinoma",'-,GCST008231,10:46046326
rs7843031-<b>T</b>,"5 x 10-10",,0.09,1.53,'-,[1.34-1.74],CASC8,"Prostate cancer","prostate carcinoma",'-,GCST008231,8:127521228
rs56005245-<b>?</b>,"9 x 10-6",,NR,'-,'-,'-,"PCAT1, CASC19","Prostate cancer","prostate carcinoma",'-,GCST008231,8:127101181
chr17:48728343-<b>T</b>,"3 x 10-16",,0.0024,5.748,'-,[3.782-8.736],'-,"Prostate cancer (UKB data field 20001)","prostate carcinoma",'-,GCST90077635,"Mapping not available"
chr17:48728343-<b>T</b>,"2 x 10-22",,0.0029,4.508,'-,[3.331-6.102],'-,"Malignant neoplasm of prostate (UKB data field 40006)","prostate carcinoma",'-,GCST90079112,"Mapping not available"
rs7210100-<b>?</b>,"3 x 10-13",,0.05,1.51,'-,[1.35-1.69],ZNF652,"Prostate cancer","prostate carcinoma",'-,GCST001078,17:49359387
rs3850699-<b>A</b>,"5 x 10-10",,0.71,1.1,'-,[1.06-1.12],TRIM8,"Prostate cancer","prostate carcinoma",'-,GCST001942,10:102654464
rs11568818-<b>A</b>,"2 x 10-11",,0.56,1.1,'-,[1.06-1.14],"MMP7, MMP20","Prostate cancer","prostate carcinoma",'-,GCST001942,11:102530930
rs684232-<b>G</b>,"5 x 10-15",,0.36,1.1,'-,[1.07-1.14],VPS53,"Prostate cancer","prostate carcinoma",'-,GCST001942,17:715725
rs2427345-<b>G</b>,"4 x 10-8",,0.63,1.06,'-,[1.03-1.1],"RBBP8NL, GATA5","Prostate cancer","prostate carcinoma",'-,GCST001942,20:62440555
rs11902236-<b>A</b>,"3 x 10-8",,0.27,1.07,'-,[1.03-1.10],GRHL1,"Prostate cancer","prostate carcinoma",'-,GCST001942,2:9977740
rs3771570-<b>A</b>,"5 x 10-9",,0.15,1.12,'-,[1.08-1.17],FARP2,"Prostate cancer","prostate carcinoma",'-,GCST001942,2:241443449
rs7611694-<b>A</b>,"4 x 10-13",,0.59,1.1,'-,[1.08-1.14],SIDT1,"Prostate cancer","prostate carcinoma",'-,GCST001942,3:113556777
rs1894292-<b>G</b>,"5 x 10-13",,0.52,1.1,'-,[1.06-1.12],AFM,"Prostate cancer","prostate carcinoma",'-,GCST001942,4:73483441
rs6869841-<b>A</b>,"5 x 10-8",,0.21,1.07,'-,[1.04-1.11],BOD1,"Prostate cancer","prostate carcinoma",'-,GCST001942,5:173512423
rs2273669-<b>G</b>,"8 x 10-9",,0.15,1.07,'-,[1.03-1.11],ARMC2,"Prostate cancer","prostate carcinoma",'-,GCST001942,6:108963986
rs1933488-<b>A</b>,"4 x 10-18",,0.59,1.12,'-,[1.09-1.15],RGS17,"Prostate cancer","prostate carcinoma",'-,GCST001942,6:153119944
rs12155172-<b>A</b>,"5 x 10-13",,0.23,1.11,'-,[1.07-1.15],LINC01162,"Prostate cancer","prostate carcinoma",'-,GCST001942,7:20954872
rs11135910-<b>A</b>,"8 x 10-11",,0.16,1.11,'-,[1.07-1.16],EBF2,"Prostate cancer","prostate carcinoma",'-,GCST001942,8:26034626
rs1270884-<b>A</b>,"7 x 10-11",,0.49,1.07,'-,[1.04-1.10],LINC02459,"Prostate cancer","prostate carcinoma",'-,GCST001942,12:114247766
rs8008270-<b>G</b>,"2 x 10-14",,0.82,1.12,'-,[1.08-1.16],FERMT2,"Prostate cancer","prostate carcinoma",'-,GCST001942,14:52905612
rs7141529-<b>G</b>,"3 x 10-10",,0.5,1.09,'-,[1.06-1.12],RAD51B,"Prostate cancer","prostate carcinoma",'-,GCST001942,14:68660027
rs11650494-<b>A</b>,"2 x 10-9",,0.08,1.15,'-,[1.09-1.22],FLJ40194,"Prostate cancer","prostate carcinoma",'-,GCST001942,17:49267824
rs7241993-<b>G</b>,"2 x 10-9",,0.7,1.09,'-,[1.05-1.12],"SALL3, ATP9B","Prostate cancer","prostate carcinoma",'-,GCST001942,18:79013973
rs1218582-<b>G</b>,"2 x 10-8",,0.45,1.06,'-,[1.03-1.09],KCNN3,"Prostate cancer","prostate carcinoma",'-,GCST001942,1:154861707
rs4245739-<b>A</b>,"2 x 10-11",,0.75,1.1,'-,[1.05-1.14],MDM4,"Prostate cancer","prostate carcinoma",'-,GCST001942,1:204549714
rs3096702-<b>A</b>,"5 x 10-9",,0.4,1.07,'-,[1.04-1.10],"NOTCH4, TSBP1-AS1","Prostate cancer","prostate carcinoma",'-,GCST001942,6:32224554
rs6062509-<b>A</b>,"4 x 10-16",,0.7,1.12,'-,[1.09-1.16],ZGPAT,"Prostate cancer","prostate carcinoma",'-,GCST001942,20:63731211
rs2405942-<b>A</b>,"2 x 10-10",,0.79,1.14,'-,[1.09-1.2],SHROOM2,"Prostate cancer","prostate carcinoma",'-,GCST001942,X:9846095
rs1775148-<b>C</b>,"4 x 10-8",,0.27,1.06,'-,[1.04-1.08],"SLC41A1, RAB29","Prostate cancer","prostate carcinoma",'-,GCST002606,1:205788696
rs9443189-<b>G</b>,"4 x 10-8",,0.14,1.08,'-,[1.05-1.11],MYO6,"Prostate cancer","prostate carcinoma",'-,GCST002606,6:75786165
rs7153648-<b>C</b>,"2 x 10-9",,0.06,1.11,'-,[1.07-1.14],SIX1,"Prostate cancer","prostate carcinoma",'-,GCST002606,14:60655808
rs12051443-<b>A</b>,"3 x 10-8",,0.34,1.06,'-,[1.04-1.08],PHLPP2,"Prostate cancer","prostate carcinoma",'-,GCST002606,16:71657426
rs12480328-<b>T</b>,"5 x 10-11",,0.93,1.13,'-,[1.10-1.17],ADNP,"Prostate cancer","prostate carcinoma",'-,GCST002606,20:50911385
rs1041449-<b>G</b>,"3 x 10-8",,0.44,1.06,'-,[1.04-1.08],TMPRSS2,"Prostate cancer","prostate carcinoma",'-,GCST002606,21:41529494
rs2238776-<b>G</b>,"2 x 10-8",,0.8,1.08,'-,[1.05-1.11],TBX1,"Prostate cancer","prostate carcinoma",'-,GCST002606,22:19770369
rs17599629-<b>G</b>,"6 x 10-11",(EA),0.22,1.1,'-,[1.07-1.13],GOLPH3L,"Prostate cancer","prostate carcinoma",'-,GCST002606,1:150685811
rs9287719-<b>C</b>,"2 x 10-8",(EA),0.46,1.07,'-,[1.04-1.09],NOL10,"Prostate cancer","prostate carcinoma",'-,GCST002606,2:10570604
rs10009409-<b>T</b>,"2 x 10-10",(EA),0.32,1.09,'-,[1.06-1.12],"RNU4ATAC9P, RNU6ATAC5P","Prostate cancer","prostate carcinoma",'-,GCST002606,4:72989536
rs4713266-<b>C</b>,"4 x 10-8",(EA),0.52,1.07,'-,[1.04-1.09],NEDD9,"Prostate cancer","prostate carcinoma",'-,GCST002606,6:11218797
rs115457135-<b>A</b>,"2 x 10-8",(EA),0.22,1.08,'-,[1.06-1.11],"TRIM31-AS1, TRIM31","Prostate cancer","prostate carcinoma",'-,GCST002606,6:30105999
rs115306967-<b>G</b>,"3 x 10-9",(EA),0.65,1.08,'-,[1.06-1.11],"TSBP1-AS1, HLA-DRA","Prostate cancer","prostate carcinoma",'-,GCST002606,6:32433162
rs56232506-<b>A</b>,"2 x 10-9",(EA),0.45,1.07,'-,[1.05-1.09],TNS3,"Prostate cancer","prostate carcinoma",'-,GCST002606,7:47397647
rs17694493-<b>G</b>,"4 x 10-8",(EA),0.14,1.1,'-,[1.06-1.13],CDKN2B-AS1,"Prostate cancer","prostate carcinoma",'-,GCST002606,9:22041999
rs76934034-<b>T</b>,"5 x 10-9",(EA),0.91,1.14,'-,[1.10-1.18],MARCHF8,"Prostate cancer","prostate carcinoma",'-,GCST002606,10:45587537
rs11214775-<b>G</b>,"3 x 10-8",(EA),0.71,1.08,'-,[1.05-1.11],HTR3B,"Prostate cancer","prostate carcinoma",'-,GCST002606,11:113936459
rs80130819-<b>A</b>,"4 x 10-8",(EA),0.91,1.13,'-,[1.08-1.17],"SENP1, COL2A1","Prostate cancer","prostate carcinoma",'-,GCST002606,12:48025835
rs8014671-<b>G</b>,"1 x 10-8",(EA),0.59,1.07,'-,[1.05-1.10],"RN7SL77P, TTC9","Prostate cancer","prostate carcinoma",'-,GCST002606,14:70625539
rs2807031-<b>C</b>,"9 x 10-10",(EA),0.18,1.07,'-,[1.04-1.09],XAGE3,"Prostate cancer","prostate carcinoma",'-,GCST002606,X:52867918
rs6625711-<b>A</b>,"6 x 10-12",(EA),0.41,1.07,'-,[1.05-1.08],"SLC7A3, TEX11","Prostate cancer","prostate carcinoma",'-,GCST002606,X:70920000
rs4844289-<b>G</b>,"1 x 10-9",(EA),0.39,1.05,'-,[1.04-1.07],"NLGN3, GJB1","Prostate cancer","prostate carcinoma",'-,GCST002606,X:71188133
rs12480328-<b>T</b>,"2 x 10-7",(EA),0.93,1.13,'-,[1.08-1.17],ADNP,"Prostate cancer","prostate carcinoma",'-,GCST002606,20:50911385
rs1041449-<b>G</b>,"3 x 10-7",(EA),0.44,1.06,'-,[1.04-1.09],TMPRSS2,"Prostate cancer","prostate carcinoma",'-,GCST002606,21:41529494
rs2238776-<b>G</b>,"2 x 10-7",(EA),0.8,1.09,'-,[1.06-1.12],TBX1,"Prostate cancer","prostate carcinoma",'-,GCST002606,22:19770369
rs636291-<b>A</b>,"2 x 10-8","(EA, early-onset)",0.16,1.18,'-,[1.12-1.24],PEX14,"Prostate cancer","prostate carcinoma",'-,GCST002606,1:10496040
rs17599629-<b>G</b>,"3 x 10-9",,0.22,1.08,'-,[1.06-1.11],GOLPH3L,"Prostate cancer","prostate carcinoma",'-,GCST002606,1:150685811
rs9287719-<b>C</b>,"3 x 10-8",,0.46,1.06,'-,[1.04-1.08],NOL10,"Prostate cancer","prostate carcinoma",'-,GCST002606,2:10570604
rs10009409-<b>T</b>,"2 x 10-10",,0.32,1.08,'-,[1.05-1.10],"RNU4ATAC9P, RNU6ATAC5P","Prostate cancer","prostate carcinoma",'-,GCST002606,4:72989536
rs4713266-<b>C</b>,"3 x 10-9",,0.52,1.06,'-,[1.04-1.08],NEDD9,"Prostate cancer","prostate carcinoma",'-,GCST002606,6:11218797
rs115457135-<b>A</b>,"1 x 10-7",,0.22,1.07,'-,[1.05-1.10],"TRIM31-AS1, TRIM31","Prostate cancer","prostate carcinoma",'-,GCST002606,6:30105999
rs115306967-<b>G</b>,"9 x 10-7",,0.65,1.06,'-,[1.05-1.10],"TSBP1-AS1, HLA-DRA","Prostate cancer","prostate carcinoma",'-,GCST002606,6:32433162
rs56232506-<b>A</b>,"9 x 10-9",,0.45,1.06,'-,[1.04-1.08],TNS3,"Prostate cancer","prostate carcinoma",'-,GCST002606,7:47397647
rs17694493-<b>G</b>,"1 x 10-6",,0.14,1.08,'-,[1.05-1.11],CDKN2B-AS1,"Prostate cancer","prostate carcinoma",'-,GCST002606,9:22041999
rs76934034-<b>T</b>,"1 x 10-8",,0.91,1.13,'-,[1.09-1.17],MARCHF8,"Prostate cancer","prostate carcinoma",'-,GCST002606,10:45587537
rs11214775-<b>G</b>,"5 x 10-8",,0.71,1.07,'-,[1.04-1.09],HTR3B,"Prostate cancer","prostate carcinoma",'-,GCST002606,11:113936459
rs80130819-<b>A</b>,"2 x 10-9",,0.91,1.14,'-,[1.09-1.18],"SENP1, COL2A1","Prostate cancer","prostate carcinoma",'-,GCST002606,12:48025835
rs8014671-<b>G</b>,"3 x 10-7",,0.59,1.06,'-,[1.04-1.08],"RN7SL77P, TTC9","Prostate cancer","prostate carcinoma",'-,GCST002606,14:70625539
rs2807031-<b>C</b>,"3 x 10-11",,0.18,1.07,'-,[1.05-1.09],XAGE3,"Prostate cancer","prostate carcinoma",'-,GCST002606,X:52867918
rs6625711-<b>A</b>,"6 x 10-7",,0.41,1.04,'-,[1.03-1.06],"SLC7A3, TEX11","Prostate cancer","prostate carcinoma",'-,GCST002606,X:70920000
rs4844289-<b>G</b>,"9 x 10-8",,0.39,1.04,'-,[1.03-1.06],"NLGN3, GJB1","Prostate cancer","prostate carcinoma",'-,GCST002606,X:71188133
rs12597458-<b>G</b>,"1 x 10-7",,0.56,1.11,'-,[1.06‐1.15],PKD1L3,"Prostate cancer","prostate carcinoma",'-,GCST002890,16:71997071
rs12198220-<b>T</b>,"2 x 10-7",,0.74,1.12,'-,[1.07‐1.17],"CDKAL1, LINC00581","Prostate cancer","prostate carcinoma",'-,GCST002890,6:21330062
rs4242382-<b>A</b>,"1 x 10-34",,0.1,1.45,'-,[1.35-1.54],"CASC11, CASC8","Prostate cancer","prostate carcinoma",'-,GCST002890,8:127505328
rs8064454-<b>C</b>,"8 x 10-29",,0.52,1.24,'-,[1.19‐1.29],HNF1B,"Prostate cancer","prostate carcinoma",'-,GCST002890,17:37741595
rs17765344-<b>A</b>,"4 x 10-21",,0.48,1.19,'-,[1.15-1.23],CASC17,"Prostate cancer","prostate carcinoma",'-,GCST002890,17:71110733
rs5759167-<b>G</b>,"1 x 10-16",,0.5,1.18,'-,[1.12-1.22],"TTLL1, BIK","Prostate cancer","prostate carcinoma",'-,GCST002890,22:43104206
rs10993994-<b>T</b>,"1 x 10-15",,0.39,1.16,'-,[1.12-1.20],MSMB,"Prostate cancer","prostate carcinoma",'-,GCST002890,10:46046326
rs71277158-<b>T</b>,"8 x 10-14",,0.82,1.22,'-,[1.15-1.28],PRKCI,"Prostate cancer","prostate carcinoma",'-,GCST002890,3:170281428
rs7929962-<b>T</b>,"2 x 10-13",,0.51,1.15,'-,[1.11‐1.19],"SMIM38, MYEOV","Prostate cancer","prostate carcinoma",'-,GCST002890,11:69218116
rs7758229-<b>T</b>,"4 x 10-12",,0.31,1.15,'-,[1.10‐1.20],SLC22A3,"Prostate cancer","prostate carcinoma",'-,GCST002890,6:160419220
rs2430386-<b>T</b>,"9 x 10-12",,0.5,1.14,'-,[1.10‐1.18],EHBP1,"Prostate cancer","prostate carcinoma",'-,GCST002890,2:62950976
rs17023900-<b>G</b>,"1 x 10-11",,0.07,1.26,'-,[1.18‐1.34],"PPATP1, LINC00506","Prostate cancer","prostate carcinoma",'-,GCST002890,3:87085650
rs7725218-<b>G</b>,"3 x 10-11",,0.64,1.15,'-,[1.10-1.19],TERT,"Prostate cancer","prostate carcinoma",'-,GCST002890,5:1282299
rs10774740-<b>G</b>,"3 x 10-10",,0.6,1.14,'-,[1.09-1.18],"PTPN11, LINC02459","Prostate cancer","prostate carcinoma",'-,GCST002890,12:114228397
rs7679673-<b>C</b>,"4 x 10-9",,0.58,1.12,'-,[1.08-1.16],"RNU6-351P, TET2","Prostate cancer","prostate carcinoma",'-,GCST002890,4:105140377
rs2807031-<b>C</b>,"4 x 10-6",,0.161,1.15,'-,[1.09-1.22],XAGE3,"Prostate cancer","prostate carcinoma",'-,GCST002890,X:52867918
rs6983267-<b>G</b>,"4 x 10-10",,0.499,1.23,'-,[1.15-1.32],"POU5F1B, CCAT2, CASC8, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST002890,8:127401060
rs16901979-<b>A</b>,"5 x 10-9",,0.029,1.65,'-,[1.39-1.95],"CASC19, PCAT1","Prostate cancer","prostate carcinoma",'-,GCST002890,8:127112671
rs188140481-<b>A</b>,"6 x 10-34",,0.054,2.9,'-,[2.44-3.44],"PCAT1, CASC19","Prostate cancer","prostate carcinoma",'-,GCST001719,8:127179427
rs17632542-<b>T</b>,"1 x 10-7",,0.92,1.85,'-,[1.61-2.09],KLK3,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST002413,19:50858501
rs7126629-<b>C</b>,"2 x 10-8",,0.21,1.44,'-,[1.31-1.57],"MIR4686, ASCL2","Prostate cancer (early onset)","prostate carcinoma",'-,GCST002413,11:2207722
rs7127900-<b>A</b>,"1 x 10-7",,NR,1.4,'-,[NR],"ASCL2, MIR4686","Prostate cancer (early onset)","prostate carcinoma",'-,GCST002413,11:2212344
rs7931342-<b>G</b>,"1 x 10-6",,NR,1.3,'-,[NR],"SMIM38, MYEOV","Prostate cancer (early onset)","prostate carcinoma",'-,GCST002413,11:69227030
rs2005705-<b>G</b>,"1 x 10-6",,0.56,1.35,'-,[1.23-1.47],HNF1B,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST002413,17:37736310
rs6983267-<b>G</b>,"1 x 10-8",,NR,1.36,'-,[NR],"POU5F1B, CCAT2, CASC8, PCAT1","Prostate cancer (early onset)","prostate carcinoma",'-,GCST002413,8:127401060
rs10993994-<b>T</b>,"2 x 10-7",,0.42,1.32,'-,[1.21-1.43],MSMB,"Prostate cancer (early onset)","prostate carcinoma",'-,GCST002413,10:46046326
rs10505477-<b>A</b>,"9 x 10-9",,0.49,1.39,'-,[1.28-1.50],"POU5F1B, PCAT1, CASC8","Prostate cancer (early onset)","prostate carcinoma",'-,GCST002413,8:127395198
rs11228583-<b>T</b>,"2 x 10-7",,0.52,1.33,'-,[1.22-1.44],"SMIM38, MYEOV","Prostate cancer (early onset)","prostate carcinoma",'-,GCST002413,11:69241647
rs12653946-<b>T</b>,"3 x 10-7",(Japanese),0.43,1.39,'-,[1.22-1.57],CTD-2194D22.4,"Prostate cancer","prostate carcinoma",'-,GCST001646,5:1895715
rs1512268-<b>T</b>,"5 x 10-6",(Japanese),0.36,1.35,'-,[1.19-1.53],"SINHCAFP3, NKX3-1","Prostate cancer","prostate carcinoma",'-,GCST001646,8:23668950
