"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs4482060-<b>?</b>,"9 x 10-9",,NR,'-,'-,'-,"TMPRSS5, DRD2","Neuroticism conditioned on educational attainment (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027241,11:113487489
rs10783481-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"ACVRL1, ACVR1B","Neuroticism conditioned on educational attainment (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027241,12:51935985
rs11179838-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,LINC02882,"Neuroticism conditioned on educational attainment (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027241,12:73927343
rs4360772-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"PPFIA2, LINC02426","Neuroticism conditioned on educational attainment (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027241,12:81855724
rs2893707-<b>?</b>,"4 x 10-9",,NR,'-,'-,'-,NOS1,"Neuroticism conditioned on educational attainment (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027241,12:117238474
rs11068906-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,TAOK3,"Neuroticism conditioned on educational attainment (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027241,12:118315098
rs28713190-<b>?</b>,"3 x 10-9",,NR,'-,'-,'-,"DMAP1, OOSP1P1","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,1:44165666
rs10789249-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,GNG12-AS1,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,1:67905168
rs17131635-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"SAMD13, UOX","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,1:84370016
rs4652676-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,CACNA1E,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,1:181729557
rs9427672-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,"DENND1B, C1orf53","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,1:197785611
rs4653430-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"SRP9, RNU6-1304P","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,1:225744503
rs67723639-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"MYT1L, LINC01250","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:2771967
rs2678893-<b>?</b>,"8 x 10-10",,NR,'-,'-,'-,VRK2,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:57940008
rs11685226-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,"AHSA2P, C2orf74","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:61169992
rs6714895-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,"LINC01823, LINC01826","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:122241080
rs842361-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,TMEM163,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:134583270
rs2711042-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"PKP4-AS1, PKP4","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:158682204
rs1987285-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,MYOSLID,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:207224067
rs56242723-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,"EPHA4, MIR4268","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:220729234
rs5028741-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"SCYGR6, SLC19A3","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:227718563
rs10165997-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,"NEU2, INPP5D","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:233046832
rs4241231-<b>?</b>,"3 x 10-9",,NR,'-,'-,'-,"NDUFA10, HDAC4-AS1","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:239427401
rs1814889-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,"GPC1, U3","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,2:240322050
rs75715841-<b>?</b>,"6 x 10-11",,NR,'-,'-,'-,LINC01811,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,3:34538051
rs116310555-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"PROK2, GPR27","Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,3:71765280
rs1278493-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,PPP2R3A,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,3:136095167
rs983361-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,SNCA-AS1,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,4:89840793
rs6836734-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,LINC00616,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,4:137997905
rs34935286-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,TENM3,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,4:182258588
rs6882046-<b>?</b>,"3 x 10-9",,NR,'-,'-,'-,LINC00461,"Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027242,5:88673046
rs187701287-<b>T</b>,"1 x 10-10",,0.2971,'-,"0.0129 unit increase",[0.009-0.0168],"FBLIM1P1, DCAF12L2",Neuroticism,"neuroticism measurement",'-,GCST012524,X:125718440
rs764018176-<b>G</b>,"1 x 10-8",,0.7338,'-,"0.0122 unit decrease",[0.0079-0.0165],"DCAF12L2, FBLIM1P1",Neuroticism,"neuroticism measurement",'-,GCST012524,X:125844278
rs5977755-<b>C</b>,"2 x 10-8",,0.4937,'-,"0.0106 unit increase",[0.0069-0.0143],HS6ST2,Neuroticism,"neuroticism measurement",'-,GCST012524,X:132806412
rs5977798-<b>A</b>,"3 x 10-6",,0.4892,'-,"0.0085 unit decrease",[0.005-0.012],"HS6ST2, USP26",Neuroticism,"neuroticism measurement",'-,GCST012524,X:132997062
rs34779005-<b>T</b>,"4 x 10-6",,0.8935,'-,"0.0137 unit increase",[0.0078-0.0196],CCDC160,Neuroticism,"neuroticism measurement",'-,GCST012524,X:134241511
rs113049036-<b>A</b>,"3 x 10-6",,0.4617,'-,"0.0086 unit decrease",[0.0051-0.0121],PHF6,Neuroticism,"neuroticism measurement",'-,GCST012524,X:134403919
rs6638255-<b>A</b>,"8 x 10-6",,0.0988,'-,"0.0138 unit decrease",[0.0077-0.0199],HPRT1,Neuroticism,"neuroticism measurement",'-,GCST012524,X:134516530
rs671302-<b>T</b>,"6 x 10-6",,0.2664,'-,"0.0101 unit decrease",[0.0058-0.0144],"RNU6-985P, RN7SKP31",Neuroticism,"neuroticism measurement",'-,GCST012524,X:138130723
rs59386248-<b>T</b>,"4 x 10-6",,0.8023,'-,"0.0105 unit decrease",[0.006-0.015],"SRD5A1P1, F9",Neuroticism,"neuroticism measurement",'-,GCST012524,X:139462261
rs5920419-<b>A</b>,"4 x 10-6",,0.5543,'-,"0.0085 unit increase",[0.005-0.012],"RN7SKP189, HNRNPCP10",Neuroticism,"neuroticism measurement",'-,GCST012524,X:145035733
chrX:145090736-<b>G</b>,"4 x 10-7",,1.0E-4,'-,"1.2981 unit increase",[0.8-1.8],'-,Neuroticism,"neuroticism measurement",'-,GCST012524,"Mapping not available"
rs6419454-<b>T</b>,"1 x 10-6",,0.7437,'-,"0.0101 unit increase",[0.006-0.0142],AFF2,Neuroticism,"neuroticism measurement",'-,GCST012524,X:148981537
rs778006290-<b>CAG</b>,"8 x 10-6",,0.365,'-,"0.0089 unit decrease",[0.005-0.0128],NLGN4X,Neuroticism,"neuroticism measurement",'-,GCST012524,X:5845909
rs771732928-<b>CA</b>,"5 x 10-6",,0.4869,'-,"0.0083 unit increase",[0.0048-0.0118],NLGN4X,Neuroticism,"neuroticism measurement",'-,GCST012524,X:6121319
chrX:10873061-<b>T</b>,"8 x 10-6",,0.0012,'-,"0.1392 unit increase",[0.078-0.2],'-,Neuroticism,"neuroticism measurement",'-,GCST012524,"Mapping not available"
rs370971458-<b>A</b>,"2 x 10-6",,0.9957,'-,"0.0996 unit decrease",[0.058-0.141],"HCCS, MID1",Neuroticism,"neuroticism measurement",'-,GCST012524,X:11077066
rs58373185-<b>A</b>,"8 x 10-6",,0.7385,'-,"0.0093 unit increase",[0.0052-0.0134],CTPS2,Neuroticism,"neuroticism measurement",'-,GCST012524,X:16625782
chrX:26620876-<b>G</b>,"3 x 10-6",,0.0788,'-,"0.0163 unit decrease",[0.0094-0.0232],'-,Neuroticism,"neuroticism measurement",'-,GCST012524,"Mapping not available"
rs5944573-<b>T</b>,"8 x 10-6",,0.0672,'-,"0.0162 unit decrease",[0.0091-0.0233],VENTXP1,Neuroticism,"neuroticism measurement",'-,GCST012524,X:26702822
rs6630665-<b>A</b>,"1 x 10-8",,0.2516,'-,"0.0121 unit decrease",[0.008-0.0162],"MIR6134, DCAF8L1",Neuroticism,"neuroticism measurement",'-,GCST012524,X:28414455
rs11447950-<b>T</b>,"5 x 10-7",,0.264,'-,"0.0104 unit decrease",[0.0063-0.0145],"MIR6134, IL1RAPL1",Neuroticism,"neuroticism measurement",'-,GCST012524,X:28519522
rs190283804-<b>C</b>,"4 x 10-6",,1.0E-4,'-,"1.3489 unit increase",[0.77-1.92],SSX3,Neuroticism,"neuroticism measurement",'-,GCST012524,X:48348519
rs777107689-<b>T</b>,"4 x 10-6",,0.9987,'-,"0.1427 unit increase",[0.082-0.203],"TRO, MAGED2",Neuroticism,"neuroticism measurement",'-,GCST012524,X:54897505
rs150608359-<b>A</b>,"9 x 10-7",,0.0678,'-,"0.0182 unit increase",[0.011-0.025],"MIR4536-2, PAGE3",Neuroticism,"neuroticism measurement",'-,GCST012524,X:55380060
rs143212632-<b>A</b>,"6 x 10-7",,0.0347,'-,"0.0256 unit increase",[0.016-0.036],"KLF8, GOT2P6",Neuroticism,"neuroticism measurement",'-,GCST012524,X:56170962
rs148464540-<b>T</b>,"4 x 10-6",,0.042,'-,"0.0215 unit increase",[0.012-0.031],"KLF8, UBQLN2",Neuroticism,"neuroticism measurement",'-,GCST012524,X:56465764
rs145692111-<b>A</b>,"7 x 10-6",,0.9266,'-,"0.016 unit decrease",[0.0089-0.0231],"NBDY, UBQLN2",Neuroticism,"neuroticism measurement",'-,GCST012524,X:56575267
rs12007386-<b>T</b>,"5 x 10-6",,0.207,'-,"0.0102 unit decrease",[0.0059-0.0145],SPIN3,Neuroticism,"neuroticism measurement",'-,GCST012524,X:56841671
rs140451948-<b>A</b>,"1 x 10-6",,0.0362,'-,"0.0242 unit increase",[0.015-0.034],"SPIN2A, PPP1R11P2",Neuroticism,"neuroticism measurement",'-,GCST012524,X:57188905
rs143125856-<b>A</b>,"2 x 10-6",,0.964,'-,"0.0234 unit decrease",[0.014-0.033],FAAH2,Neuroticism,"neuroticism measurement",'-,GCST012524,X:57461408
rs150535953-<b>A</b>,"8 x 10-6",,0.9653,'-,"0.023 unit decrease",[0.013-0.033],"SSBL2P, KRT8P17",Neuroticism,"neuroticism measurement",'-,GCST012524,X:58230108
rs771846080-<b>C</b>,"6 x 10-6",,1.0E-4,'-,"0.419 unit increase",[0.24-0.6],EDA,Neuroticism,"neuroticism measurement",'-,GCST012524,X:69843751
rs5981806-<b>T</b>,"5 x 10-6",,0.2517,'-,"0.0096 unit increase",[0.0055-0.0137],"PABPC1L2A, NAP1L6P",Neuroticism,"neuroticism measurement",'-,GCST012524,X:73100634
rs782801974-<b>T</b>,"9 x 10-6",,2.0E-4,'-,"0.3448 unit increase",[0.19-0.5],"ARL5AP5, PBDC1",Neuroticism,"neuroticism measurement",'-,GCST012524,X:76046377
rs762270946-<b>T</b>,"9 x 10-7",,0.9989,'-,"0.1505 unit decrease",[0.091-0.21],"TCERG1P1, KLHL13",Neuroticism,"neuroticism measurement",'-,GCST012524,X:117650514
rs782424293-<b>T</b>,"5 x 10-6",,0.9999,'-,"0.6414 unit decrease",[0.37-0.92],"ATP1B4, TMEM255A",Neuroticism,"neuroticism measurement",'-,GCST012524,X:120315144
rs177010-<b>T</b>,"3 x 10-11",,0.2801,'-,"0.0136 unit increase",[0.0097-0.0175],"DCAF12L2, FBLIM1P1",Neuroticism,"neuroticism measurement",'-,GCST012524,X:125566719
rs2393138-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,"MIR3924, ZWINT","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,10:56903842
rs579914-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"RNU7-165P, PPIAP39","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,10:113355404
rs703408-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,EMX2OS,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,10:117538850
rs3923857-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"PWWP2B, LRRC27","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,10:132391851
rs2218305-<b>?</b>,"1 x 10-10",,NR,'-,'-,'-,SBF2,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,11:10226349
rs10765924-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,MICAL2,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,11:12125848
rs2239789-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,PAX6,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,11:31794348
rs10769123-<b>?</b>,"3 x 10-9",,NR,'-,'-,'-,PRDM11,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,11:45172228
rs7107356-<b>?</b>,"4 x 10-9",,NR,'-,'-,'-,"MTCH2, AGBL2","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,11:47654618
rs111369127-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,CNTN5,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,11:99636903
rs6589381-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,"DRD2, TMPRSS5","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,11:113508230
rs7397826-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"ACVR1B, ACVRL1","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,12:51931405
rs17828731-<b>?</b>,"5 x 10-11",,NR,'-,'-,'-,LINC02882,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,12:73941576
rs1379963-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,KCNC2,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,12:75100102
rs11107344-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,"PLXNC1, RN7SKP263","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,12:94049319
rs2893707-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,NOS1,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,12:117238474
rs61945219-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,TAOK3,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,12:118272916
rs12426547-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"LINC00934, HSPB8","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,12:119283231
rs3783006-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,STK24,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,13:98458955
rs9518710-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"FGF14-IT1, FGF14","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,13:102352617
rs7147721-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,FCF1,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,14:74719307
rs10139467-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,SYNE3,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,14:95463210
rs2714720-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,SNHG14,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,15:25152995
rs62007781-<b>?</b>,"1 x 10-10",,NR,'-,'-,'-,LINGO1,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,15:77734259
rs75989791-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,RBFOX1,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,16:6604354
rs7743464-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,"GLRX3P2, TDGF1P4","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,6:3961054
rs210918-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,"Metazoa_SRP, ADTRP","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,6:11711582
rs9465539-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,LNC-LBCS,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,6:19823659
rs12199218-<b>?</b>,"3 x 10-9",,NR,'-,'-,'-,LINC00240,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,6:27057502
rs62420119-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,COL19A1,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,6:69874061
rs9320724-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,"MIR3144, MAN1A1","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,6:119950478
rs6936553-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,"SMLR1, EPB41L2","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,6:130838636
rs73061815-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,CDCA7L,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,7:21943459
rs73082019-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,GSDME,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,7:24717024
rs1640581-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"IFITM3P4, CCNJP1","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,7:56170873
rs2157948-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,LINC01393,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,7:115042798
rs7776980-<b>?</b>,"2 x 10-10",,NR,'-,'-,'-,CTTNBP2,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,7:117856265
rs11785693-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,"CSMD1, SNORA70","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,8:5119391
rs2980478-<b>?</b>,"2 x 10-14",,NR,'-,'-,'-,FAM86B3P,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,8:8230708
rs2572431-<b>?</b>,"2 x 10-23",,NR,'-,'-,'-,"XKR6, LINC00529","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,8:11247568
rs4350019-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,CYP7B1,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,8:64651871
rs10969550-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,DOCK8,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,9:310672
rs9298995-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,GLIS3,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,9:4145340
rs10960103-<b>?</b>,"2 x 10-15",,NR,'-,'-,'-,"JKAMPP1, AKAP8P1","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,9:11699270
rs10733389-<b>?</b>,"3 x 10-12",,NR,'-,'-,'-,"LINC01239, SUMO2P2","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,9:23378222
rs17289402-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,DDX58,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,9:32468877
rs17296428-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,UNC13B,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,9:35343559
rs59870127-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,LINC02834,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,9:86678729
rs60417486-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,PTCH1,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,9:95499896
rs7034482-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,"TLR4, TPT1P9","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,9:117738255
rs3002296-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,PTPN14,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,1:214382739
rs4653430-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,"SRP9, RNU6-1304P","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,1:225744503
rs67723639-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"MYT1L, LINC01250","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:2771967
rs34141057-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,LINC01819,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:43030406
rs2678893-<b>?</b>,"6 x 10-11",,NR,'-,'-,'-,VRK2,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:57940008
rs7558954-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,C2orf74,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:61157771
rs6712700-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,"LINC00309, PELI1","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:64146907
rs6714895-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"LINC01823, LINC01826","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:122241080
rs842361-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,TMEM163,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:134583270
rs34112283-<b>?</b>,"4 x 10-8",,NR,'-,'-,'-,ARHGAP15,"Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:143475682
rs2528595-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"PKP4, PKP4-AS1","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:158682262
rs12620477-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"PCGEM1, SLC44A3P1","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:193142993
rs1996407-<b>?</b>,"3 x 10-8",,NR,'-,'-,'-,"MIR4268, EPHA4","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:220714518
rs5028741-<b>?</b>,"5 x 10-8",,NR,'-,'-,'-,"SCYGR6, SLC19A3","Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)","neuroticism measurement",'-,GCST90027240,2:227718563
